feature	pathway	gene_signature_definition
76	Macrolide resistance, MacAB-TolC transporter	PA2390;PA2389
76	Denitrification, nitrate => nitrogen	PA1174;PA0523
76	Tyrosine metabolism PAO1	PA2531
76	Monobactam biosynthesis PAO1	PA2412
76	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA4812
76	Zinc transport system	PA2409;PA2408;PA2407
76	Nitrogen metabolism PAO1	PA0524
76	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4231
76	Citrate cycle (TCA cycle) PAO1	PA4470;PA5445
76	2-Oxocarboxylic acid metabolism PAO1	PA2413
76	Citrate cycle (TCA cycle, Krebs cycle)	PA1562
76	Iron complex transport system	PA4708;PA4707;PA4706
77	Iron(III) transport system	PA4687;PA5217
77	Porphyrin and chlorophyll metabolism PAO1	PA3531
77	Glycine, serine and threonine metabolism PAO1	PA2413
77	Ribosome PAO1	PA3601;PA3600
77	Monobactam biosynthesis PAO1	PA2412
77	Aminobenzoate degradation PAO1	PA2514;PA2513
77	Assimilatory sulfate reduction, sulfate => H2S	PA4513
77	Selenocompound metabolism PAO1	PA1927
77	Zinc transport system	PA2409;PA2408;PA2407
77	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
77	Citrate cycle (TCA cycle) PAO1	PA4470
77	Iron complex transport system	PA4708;PA4707;PA4706
78	Pyruvate metabolism PAO1	PA1217
78	Cytochrome c oxidase, cbb3-type	PA1555
78	Polyketide sugar unit biosynthesis PAO1	PA5161;PA5164
78	RNA degradation PAO1	PA4761;PA4385
78	NitT/TauT family transport system	PA2329;PA2328;PA2327
78	Monobactam biosynthesis PAO1	PA2412
78	Aminoglycoside resistance, protease FtsH	PA4942
78	Streptomycin biosynthesis PAO1	PA5163
78	Selenocompound metabolism PAO1	PA1927
78	Peptidoglycan biosynthesis PAO1	PA3999
78	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
78	Bacterial secretion system PAO1	PA1670
78	Alanine, aspartate and glutamate metabolism PAO1	PA0051;PA5429;PA0402
78	Quorum sensing PAO1	PA1874;PA1871;PA1130;PA1901;PA3724;PA4206;PA1902;PA3477;PA2570;PA3361;PA1903;PA4211;PA3478;PA3479;PA4207
78	Purine metabolism PAO1	PA3217
78	Chloroalkane and chloroalkene degradation PAO1	PA1982
78	Pyrimidine metabolism PAO1	PA0401
78	Oxidative phosphorylation PAO1	PA1556
78	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
78	Type VI secretion system	PA1661;PA1511;PA2371;PA0263;PA1668;PA1660
79	Fatty acid metabolism PAO1	PA2950;PA1609;PA2968;PA3112;PA4786
79	Pentose phosphate pathway PAO1	PA3194
79	Porphyrin and chlorophyll metabolism PAO1	PA2948
79	Glycine, serine and threonine metabolism PAO1	PA5417
79	RNA degradation PAO1	PA5239
79	Cytochrome c oxidase, cbb3-type	PA1555
79	Arginine and proline metabolism PAO1	PA0782
79	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA4846
79	Ribosome PAO1	PA4272
79	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
79	Propanoate metabolism PAO1	PA3568;PA0792;PA3570
79	Type VI secretion system	PA1657;PA1656
79	Aminoglycoside resistance, protease FtsH	PA4942
79	Glyoxylate and dicarboxylate metabolism PAO1	PA5353
79	Selenocompound metabolism PAO1	PA1927
79	beta-Alanine metabolism PAO1	PA0441
79	Multidrug resistance, efflux pump TriABC-TolC	PA0157;PA0158
79	Alanine, aspartate and glutamate metabolism PAO1	PA4756
79	Starch and sucrose metabolism PAO1	PA2160;PA2153
79	Glycine betaine/proline transport system	PA3236
79	Quorum sensing PAO1	PA0652;PA4910;PA4909;PA0604;PA3364;PA0605;PA0606
79	Purine metabolism PAO1	PA1933
79	Nitrogen metabolism PAO1	PA3874;PA3875;PA3877
79	Aminoacyl-tRNA biosynthesis PAO1	PA0668;PA2740
79	Glutathione metabolism PAO1	PA1655
79	Oxidative phosphorylation PAO1	PA1556
79	Methane metabolism PAO1	PA5421
79	Tryptophan metabolism PAO1	PA2147;PA3366
79	Fatty acid biosynthesis PAO1	PA1610;PA2967;PA5174
79	Base excision repair PAO1	PA4172
80	Pentose phosphate pathway PAO1	PA2265;PA2290
80	Macrolide resistance, MacAB-TolC transporter	PA2389
80	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA2445;PA2442;PA2444;PA2443
80	Tyrosine metabolism PAO1	PA2473
80	beta-Lactam resistance PAO1	PA2272
80	Monobactam biosynthesis PAO1	PA2412
80	Type VI secretion system	PA2360;PA2369;PA2366;PA2367;PA2362;PA2371;PA2368;PA2363;PA2365;PA2373;PA2370;PA2361
80	Aminoglycoside resistance, protease FtsH	PA2438
80	Starch and sucrose metabolism PAO1	PA2416
80	Zinc transport system	PA2409;PA2408;PA2407
80	Nitrogen metabolism PAO1	PA4202
80	Oxidative phosphorylation PAO1	PA1320
80	2-Oxocarboxylic acid metabolism PAO1	PA3120
81	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4470
81	Arginine and proline metabolism PAO1	PA4773
81	Sulfate-sulfur assimilation	PA4513
81	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3181;PA3183;PA3182
81	Porphyrin and chlorophyll metabolism PAO1	PA3531
81	Ribosome PAO1	PA3600
81	Monobactam biosynthesis PAO1	PA2412
81	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
81	beta-Alanine metabolism PAO1	PA4435;PA4774
81	Bacterial secretion system PAO1	PA1690
81	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
81	Quorum sensing PAO1	PA4777;PA3479
81	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
81	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA1179;PA3552;PA3553;PA3558;PA1180
81	Iron complex transport system	PA4708;PA4158
82	Thiamine metabolism PAO1	PA4973
82	Pentose phosphate pathway PAO1	PA3194;PA2321;PA3183;PA3182
82	Arginine and proline metabolism PAO1	PA0898
82	Glycine, serine and threonine metabolism PAO1	PA5379;PA5419;PA5417;PA0036;PA5416;PA5418
82	Bacterial chemotaxis PAO1	PA2652;PA1561
82	Propanoate metabolism PAO1	PA3568
82	Nicotinate and nicotinamide metabolism PAO1	PA1602
82	Glyoxylate and dicarboxylate metabolism PAO1	PA4613;PA3181;PA5353;PA5420;PA5354;PA5355
82	Selenocompound metabolism PAO1	PA0849
82	Cysteine and methionine metabolism PAO1	PA4773;PA2105;PA1927
82	gamma-Hexachlorocyclohexane transport system	PA4454
82	Alanine, aspartate and glutamate metabolism PAO1	PA4588;PA5036
82	Flagellar assembly PAO1	PA3526
82	Glycine betaine/proline transport system	PA5378;PA3236
82	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
82	Amino sugar and nucleotide sugar metabolism PAO1	PA3193;PA3559
82	Quorum sensing PAO1	PA0222
82	Purine metabolism PAO1	PA1518
82	Phenylalanine metabolism PAO1	PA5304
82	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3555
82	Chloroalkane and chloroalkene degradation PAO1	PA5421
82	Oxidative phosphorylation PAO1	PA0105
82	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558;PA3556;PA3553;PA3557
82	Arginine/ornithine transport system	PA0890
82	Glycolysis / Gluconeogenesis PAO1	PA1982;PA3195;PA1984
82	Putative sorbitol/mannitol transport system	PA3187
82	Base excision repair PAO1	PA4010
83	Fatty acid metabolism PAO1	PA1806
83	Denitrification, nitrate => nitrogen	PA0523;PA0524
83	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA4089
83	Bacterial secretion system PAO1	PA0685;PA3294
83	D-Methionine transport system	PA5505
83	Folate biosynthesis PAO1	PA3870
83	Putative polar amino acid transport system	PA4193
83	Spermidine/putrescine transport system	PA0325
83	Nitrogen metabolism PAO1	PA3872
83	ABC-2 type transport system	PA4038
83	Sulfur metabolism PAO1	PA3936
84	One carbon pool by folate PAO1	PA3437;PA5228
84	Pyruvate metabolism PAO1	PA0927
84	Urea transport system	PA4861
84	Nicotinate and nicotinamide metabolism PAO1	PA3088;PA1823;PA4376
84	Arginine and proline metabolism PAO1	PA4189;PA4342
84	beta-Lactam resistance PAO1	PA0424
84	CusS-CusR (copper tolerance) two-component regulatory system	PA2524
84	Fatty acid degradation PAO1	PA5349
84	DNA replication PAO1	PA3642
84	Glycerophospholipid metabolism PAO1	PA3603
84	Cysteine and methionine metabolism PAO1	PA3004
84	Histidine metabolism PAO1	PA5142
84	Sulfonate transport system	PA2594
84	Spermidine/putrescine transport system	PA3609
84	Quorum sensing PAO1	PA3361;PA0997;PA1000;PA0609
84	Purine metabolism PAO1	PA5272
84	Lipopolysaccharide biosynthesis PAO1	PA5010;PA4988
84	Microcin C transport system	PA1807
84	Pantothenate and CoA biosynthesis PAO1	PA0363
85	Fatty acid metabolism PAO1	PA4786
85	Pentose phosphate pathway PAO1	PA0548
85	Porphyrin and chlorophyll metabolism PAO1	PA0024
85	RNA degradation PAO1	PA5239
85	beta-Lactam resistance PAO1	PA4418
85	Ribosome PAO1	PA4242;PA4741;PA4257;PA4256;PA5316;PA5570;PA4252;PA4255;PA4244;PA5315;PA4239;PA4241
85	Tetrahydrofolate biosynthesis, GTP => THF	PA3438
85	Fructose and mannose metabolism PAO1	PA4748
85	Aminobenzoate degradation PAO1	PA4901
85	Vitamin B6 metabolism PAO1	PA3167
85	Multidrug resistance, efflux pump TriABC-TolC	PA0156
85	Cysteine and methionine metabolism PAO1	PA0432;PA0546
85	Bacterial secretion system PAO1	PA2362
85	Butanoate metabolism PAO1	PA4696
85	Phenazine biosynthesis PAO1	PA4217
85	Histidine metabolism PAO1	PA5106
85	Ribosome, bacteria	PA4671;PA2970;PA4272;PA4240;PA4271;PA4261;PA4254;PA4274;PA4273;PA4245
85	Quorum sensing PAO1	PA4243;PA3822;PA4211;PA5568;PA0609
85	Purine metabolism PAO1	PA4443;PA3686;PA1013;PA4740;PA4670;PA3832
85	Aminoacyl-tRNA biosynthesis PAO1	PA3834
85	Phosphonate transport system	PA3313
85	Pyrimidine metabolism PAO1	PA3480
85	Citrate cycle (TCA cycle) PAO1	PA1580
85	Oxidative phosphorylation PAO1	PA1581;PA1583;PA5557;PA1582;PA5560;PA4430;PA1584;PA2645
85	2-Oxocarboxylic acid metabolism PAO1	PA5013
85	Lipopolysaccharide biosynthesis PAO1	PA3636
85	Terpenoid backbone biosynthesis PAO1	PA4669
85	Putrescine transport system	PA0301
86	Pyruvate metabolism PAO1	PA1984
86	Arginine biosynthesis PAO1	PA5171;PA5172
86	Denitrification, nitrate => nitrogen	PA1174
86	Valine, leucine and isoleucine degradation PAO1	PA3570;PA3418;PA2015
86	Porphyrin and chlorophyll metabolism PAO1	PA1275;PA1277;PA2905
86	Bacterial chemotaxis PAO1	PA2573;PA4500;PA0179
86	Type VI secretion system	PA2365
86	Glyoxylate and dicarboxylate metabolism PAO1	PA4236;PA1562
86	Thiamine metabolism PAO1	PA5118
86	Spermidine/putrescine transport system	PA3607;PA3609;PA3610;PA3608
86	Quorum sensing PAO1	PA3724;PA3477;PA3479;PA4211
86	Purine metabolism PAO1	PA4645
86	Hemophore/metalloprotease transport system	PA1247
86	Phenylalanine metabolism PAO1	PA0865
86	Pyrimidine metabolism PAO1	PA4646
86	Oxidative phosphorylation PAO1	PA0105;PA0107
86	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
87	Type II general secretion pathway	PA3105;PA3104
87	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3475
87	Bacterial chemotaxis PAO1	PA1946
87	Monobactam biosynthesis PAO1	PA2412
87	Type VI secretion system	PA1657;PA1658;PA1659
87	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
87	Phenazine biosynthesis PAO1	PA4209;PA4217
87	Zinc transport system	PA2408
87	Fatty acid biosynthesis, initiation	PA3333
87	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA1871;PA1901;PA3724;PA0998;PA1902;PA1905;PA3477;PA1000;PA1001;PA1432;PA1904;PA2587;PA1903;PA4211;PA1003;PA0996
87	Purine metabolism PAO1	PA0143
87	Nitrogen metabolism PAO1	PA1024
87	Hemophore/metalloprotease transport system	PA1247
87	Oxidative phosphorylation PAO1	PA1317;PA4133;PA1319;PA1318;PA1320;PA1321
87	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
87	Sulfur metabolism PAO1	PA4130
87	Tryptophan metabolism PAO1	PA2080
87	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
87	Putrescine transport system	PA2592
88	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
88	D-Methionine transport system	PA3931
88	Fatty acid biosynthesis, initiation	PA3333
88	Putative polar amino acid transport system	PA4195;PA1260;PA4192
88	Quorum sensing PAO1	PA1002;PA0999;PA0997;PA3724;PA0998;PA1000;PA1001;PA3478;PA4207;PA0996;PA3479
88	Sulfur metabolism PAO1	PA0283;PA3446
88	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2444;PA2193
88	Type III secretion system	PA1719;PA1691;PA1722;PA1698;PA1701;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
89	Arginine and proline metabolism PAO1	PA4773;PA4774
89	Porphyrin and chlorophyll metabolism PAO1	PA2904;PA1923
89	beta-Lactam resistance PAO1	PA2019
89	Ribosome PAO1	PA3600
89	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
89	Histidine metabolism PAO1	PA5100;PA5106
89	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA4812
89	Zinc transport system	PA5498;PA5501
89	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
89	Ribosome, bacteria	PA3601
89	Putative ABC transport system	PA4065;PA4064
89	Quorum sensing PAO1	PA4777;PA3364;PA5499;PA4776
89	Phenylalanine metabolism PAO1	PA0872;PA0865;PA5304;PA3366;PA0870
89	Pyrimidine metabolism PAO1	PA5541
89	Oxidative phosphorylation PAO1	PA4133;PA1318
89	Methane metabolism PAO1	PA4811
89	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA1180;PA3556;PA5538
89	Sulfur metabolism PAO1	PA4130;PA3446
89	Iron complex transport system	PA2913
90	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1904
90	Degradation of aromatic compounds PAO1	PA4122;PA4121;PA4123;PA2508;PA2507
90	Putative sorbitol/mannitol transport system	PA3187
90	Dipeptide transport system	PA4504;PA4506;PA4502
90	Bacterial chemotaxis PAO1	PA1946
90	Type VI secretion system	PA0087
90	Benzoate degradation PAO1	PA0228
90	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
90	Glycerophospholipid metabolism PAO1	PA2536
90	Bacterial secretion system PAO1	PA2685;PA0085
90	Phenazine biosynthesis PAO1	PA1902;PA1903;PA4209;PA4217
90	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA2683
90	Putative polar amino acid transport system	PA1260
90	Quorum sensing PAO1	PA4211;PA1905;PA3364;PA1901
90	Purine metabolism PAO1	PA5173
90	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
90	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
90	Type III secretion system	PA1719;PA1691;PA1722;PA1698;PA1701;PA1695;PA1717;PA1697;PA1690;PA1725;PA1723;PA1724;PA1694;PA1716;PA1696;PA1693;PA1692;PA1703
91	Pyruvate metabolism PAO1	PA4470;PA5445;PA0494
91	Thiamine metabolism PAO1	PA4973
91	Porphyrin and chlorophyll metabolism PAO1	PA0510
91	Glycerophospholipid metabolism PAO1	PA3584
91	Quorum sensing PAO1	PA0295
91	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA0519;PA3875;PA3874;PA3872;PA5508
91	Oxidative phosphorylation PAO1	PA1555;PA2691;PA1556;PA1557;PA1856
91	Sulfur metabolism PAO1	PA0518;PA2105
91	Glycerolipid metabolism PAO1	PA3579;PA3582
92	Pyruvate metabolism PAO1	PA1984
92	Glycine, serine and threonine metabolism PAO1	PA2445;PA2446;PA2442;PA2444
92	Denitrification, nitrate => nitrogen	PA0524
92	Valine, leucine and isoleucine degradation PAO1	PA1999
92	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
92	Dipeptide transport system	PA4496;PA4504;PA4502
92	Synthesis and degradation of ketone bodies PAO1	PA2000
92	Ribosome PAO1	PA4263
92	Type VI secretion system	PA0083;PA0084
92	Geraniol degradation PAO1	PA2893
92	Glyoxylate and dicarboxylate metabolism PAO1	PA5415
92	Glycerophospholipid metabolism PAO1	PA3584;PA4024
92	Cysteine and methionine metabolism PAO1	PA2105;PA1927
92	Bacterial secretion system PAO1	PA1701
92	Imipenem resistance, repression of porin OprD	PA0958
92	Glutamate/aspartate transport system	PA1341;PA1340;PA5082
92	Glycine betaine/proline transport system	PA3236
92	Amino sugar and nucleotide sugar metabolism PAO1	PA5452
92	Ribosome, bacteria	PA4264;PA4249
92	Putative polar amino acid transport system	PA5137;PA5154;PA5153;PA5155
92	Quorum sensing PAO1	PA0999;PA1071;PA0997;PA3300;PA0998;PA1072;PA1070;PA1074;PA1073;PA0996
92	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
92	Oxidative phosphorylation PAO1	PA3929;PA3930;PA1856
92	Glycerolipid metabolism PAO1	PA2862
92	Cyanoamino acid metabolism PAO1	PA1338
92	Putative sorbitol/mannitol transport system	PA3187
93	Arginine and proline metabolism PAO1	PA1421
93	Denitrification, nitrate => nitrogen	PA3875;PA3874
93	Porphyrin and chlorophyll metabolism PAO1	PA4880
93	Ribosome PAO1	PA3600
93	Peptidoglycan biosynthesis PAO1	PA3047
93	Oxidative phosphorylation PAO1	PA3929;PA3930
93	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
93	Sulfur metabolism PAO1	PA3936;PA3938;PA3445;PA3444;PA3446
93	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
94	Pyruvate metabolism PAO1	PA3416;PA3417
94	Valine, leucine and isoleucine degradation PAO1	PA3418
94	Bacterial chemotaxis PAO1	PA0180;PA1930
94	Glyoxylate and dicarboxylate metabolism PAO1	PA2147;PA5508
94	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
94	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2163;PA2165;PA2152;PA2164;PA2153
94	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA3346
94	Quorum sensing PAO1	PA1874;PA1871;PA3724;PA4206;PA2570;PA4207;PA3478
94	Purine metabolism PAO1	PA1931
94	Citrate cycle (TCA cycle) PAO1	PA3415
94	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0107
94	Sulfur metabolism PAO1	PA2566
95	Pyruvate metabolism PAO1	PA4848;PA4847
95	RNA degradation PAO1	PA4385
95	Riboflavin metabolism PAO1	PA3446
95	Ribosome PAO1	PA4260;PA4246;PA4256;PA4251;PA4271;PA4250;PA4262
95	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA4810
95	Glycerophospholipid metabolism PAO1	PA2155
95	Cysteine and methionine metabolism PAO1	PA0432
95	Bacterial secretion system PAO1	PA3105
95	Starch and sucrose metabolism PAO1	PA2144;PA2164;PA2151;PA2165
95	Ribosome, bacteria	PA4261;PA4257
95	Putative polar amino acid transport system	PA1260;PA1256
95	Quorum sensing PAO1	PA3361
95	Pyrimidine metabolism PAO1	PA4269;PA4740;PA0441;PA1155;PA0444
95	Citrate cycle (TCA cycle) PAO1	PA1586;PA4640;PA1588;PA1583;PA1587;PA1580;PA1584;PA5435
95	Oxidative phosphorylation PAO1	PA5559;PA5556;PA5555;PA1556;PA5554
95	Methane metabolism PAO1	PA5421
96	Pyruvate metabolism PAO1	PA4771
96	Nicotinate and nicotinamide metabolism PAO1	PA4918;PA4919
96	Cysteine biosynthesis, serine => cysteine	PA2104
96	Dipeptide transport system	PA4503
96	NitT/TauT family transport system	PA3514
96	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
96	Histidine metabolism PAO1	PA3151;PA3152
96	Flagellar assembly PAO1	PA1094;PA1086;PA1095;PA1092;PA1087
96	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3156;PA3148;PA3155;PA2232;PA3158
96	Quorum sensing PAO1	PA1130
96	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2739
96	Sulfur metabolism PAO1	PA2105
97	Pyruvate metabolism PAO1	PA5445
97	Arginine biosynthesis PAO1	PA5171;PA5172
97	Porphyrin and chlorophyll metabolism PAO1	PA1923
97	Putative sorbitol/mannitol transport system	PA3187
97	Type II general secretion pathway	PA0681;PA0679
97	Ribosome PAO1	PA3601;PA3600
97	Tetrahydrofolate biosynthesis, GTP => THF	PA3910;PA5539
97	Bacterial chemotaxis PAO1	PA4290
97	Phosphate transport system	PA5367;PA5368
97	Phosphonate and phosphinate metabolism PAO1	PA3380
97	Selenocompound metabolism PAO1	PA1927
97	Glycerophospholipid metabolism PAO1	PA3319;PA4351
97	Bacterial secretion system PAO1	PA0686
97	Zinc transport system	PA5498;PA5501;PA5500
97	Folate biosynthesis PAO1	PA3296
97	Putative ABC transport system	PA4065;PA4064
97	Fructose and mannose metabolism PAO1	PA3551
97	Putative polar amino acid transport system	PA5137
97	Quorum sensing PAO1	PA5499
97	Purine metabolism PAO1	PA4969
97	Phosphonate transport system	PA3382;PA3383
97	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230;PA4228
97	Pyrimidine metabolism PAO1	PA5541
97	Methane metabolism PAO1	PA0887;PA4811;PA4812
97	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
97	Sulfur metabolism PAO1	PA3938
97	Iron complex transport system	PA2914;PA2913
98	Arginine biosynthesis PAO1	PA5172
98	Valine, leucine and isoleucine degradation PAO1	PA3418;PA0747
98	Porphyrin and chlorophyll metabolism PAO1	PA4880
98	Bacterial chemotaxis PAO1	PA2573;PA1930;PA0179;PA0177
98	Type VI secretion system	PA2366;PA2367;PA0088;PA0079;PA2365;PA0090
98	Fatty acid degradation PAO1	PA2815
98	Amino sugar and nucleotide sugar metabolism PAO1	PA3551
98	Spermidine/putrescine transport system	PA3610
98	Quorum sensing PAO1	PA3724;PA1871;PA1902;PA3479
98	Nitrogen metabolism PAO1	PA1174;PA5173;PA1173
98	Hemophore/metalloprotease transport system	PA1246
98	Citrate cycle (TCA cycle) PAO1	PA3417;PA2623;PA1562
98	Oxidative phosphorylation PAO1	PA0105
98	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
99	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
99	Glycolysis / Gluconeogenesis PAO1	PA5427
99	Bacterial chemotaxis PAO1	PA1561
99	Propanoate metabolism PAO1	PA0836
99	Benzoate degradation PAO1	PA0228
99	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
99	Vitamin B6 metabolism PAO1	PA1049
99	Glycerophospholipid metabolism PAO1	PA4024
99	Quorum sensing PAO1	PA4206;PA0295
99	Purine metabolism PAO1	PA5497
99	Nitrogen metabolism PAO1	PA3877;PA0519
99	ABC-2 type transport system	PA5230
99	Phenylalanine metabolism PAO1	PA5304
99	Oxidative phosphorylation PAO1	PA1856;PA1557;PA1555;PA3929;PA1556;PA3930
99	Lipopolysaccharide biosynthesis PAO1	PA3337
99	Methane metabolism PAO1	PA0835
99	Sulfur metabolism PAO1	PA0518
99	Cyanoamino acid metabolism PAO1	PA2194;PA2193
100	Nicotinate and nicotinamide metabolism PAO1	PA0195;PA0196
100	Putative sorbitol/mannitol transport system	PA3187
100	beta-Lactam resistance PAO1	PA2019;PA2018
100	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA2445;PA2634;PA2444;PA2446
100	Cysteine and methionine metabolism PAO1	PA4773
100	Histidine metabolism PAO1	PA3151;PA3152
100	Amino sugar and nucleotide sugar metabolism PAO1	PA3158
100	Quorum sensing PAO1	PA3476;PA0604;PA0605;PA4776;PA0603;PA4777
100	Nitrogen metabolism PAO1	PA0102;PA1024
100	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230
100	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3553
100	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4122
100	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3552
101	RNA degradation PAO1	PA4937;PA2976
101	Propanoate metabolism PAO1	PA1588;PA1821
101	Aminoglycoside resistance, protease FtsH	PA4941;PA4751
101	Mismatch repair PAO1	PA4042
101	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063
101	Peptidoglycan biosynthesis PAO1	PA4411;PA4201
101	Cysteine and methionine metabolism PAO1	PA4956;PA2709
101	Bacterial secretion system PAO1	PA5068
101	Alanine, aspartate and glutamate metabolism PAO1	PA4758
101	Amino sugar and nucleotide sugar metabolism PAO1	PA5552
101	Ribosome, bacteria	PA3162
101	dTDP-L-rhamnose biosynthesis	PA4069
101	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2612;PA3987;PA3834
101	Protein export PAO1	PA5069
101	Phospholipid transport system	PA3213
101	Lipopolysaccharide biosynthesis PAO1	PA4425
101	Methane metabolism PAO1	PA1770
101	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4947;PA5489
101	Glycolysis / Gluconeogenesis PAO1	PA3001;PA4732
102	Arginine biosynthesis PAO1	PA5172
102	Thiamine metabolism PAO1	PA2062
102	Arginine and proline metabolism PAO1	PA0782
102	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	PA2083
102	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
102	NitT/TauT family transport system	PA3514
102	Monobactam biosynthesis PAO1	PA2412
102	Glyoxylate and dicarboxylate metabolism PAO1	PA4810
102	D-Methionine transport system	PA3931
102	Histidine metabolism PAO1	PA3152
102	Glycine betaine/proline transport system	PA5103
102	Putative polar amino acid transport system	PA2204;PA2203;PA4193;PA2202;PA4192;PA4195;PA4194
102	Nitrogen metabolism PAO1	PA3876;PA0524;PA3392;PA3877;PA0523
102	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
102	Citrate cycle (TCA cycle) PAO1	PA4470
102	Oxidative phosphorylation PAO1	PA1584;PA1856
102	Sulfur metabolism PAO1	PA0282;PA4443;PA3445;PA3442;PA1756;PA3446;PA3937;PA3449;PA0280;PA1838;PA3443;PA3935;PA0283;PA0281;PA2594;PA2600;PA3444;PA2598;PA3936;PA3938;PA4442
103	Type III secretion system	PA1719;PA1691;PA1722;PA1698;PA1701;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
103	Pentose phosphate pathway PAO1	PA3182
103	Degradation of aromatic compounds PAO1	PA2507;PA4122;PA2509;PA4125;PA4123;PA2508;PA4124;PA4121
103	Porphyrin and chlorophyll metabolism PAO1	PA2948
