feature	pathway	gene_signature_definition
84	Amino sugar and nucleotide sugar metabolism PAO1	PA1384
84	Putative polar amino acid transport system	PA5270
84	Phenylalanine metabolism PAO1	PA5304
84	Sulfur relay system PAO1	PA2103
84	Pantothenate and CoA biosynthesis PAO1	PA4397
84	Sulfur metabolism PAO1	PA2105;PA2104;PA1393
85	Cytochrome c oxidase, cbb3-type	PA1856
85	Arginine biosynthesis PAO1	PA5172
85	Porphyrin and chlorophyll metabolism PAO1	PA0510
85	Iron(III) transport system	PA5217
85	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
85	beta-Lactam resistance PAO1	PA3719
85	Glyoxylate and dicarboxylate metabolism PAO1	PA2446;PA2445;PA4812;PA2444;PA4810;PA4811
85	Selenocompound metabolism PAO1	PA0849
85	Folate biosynthesis PAO1	PA3914;PA3870
85	Putative polar amino acid transport system	PA2204;PA4194;PA4193
85	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA0519;PA3875;PA3877;PA3876;PA3874;PA3872
85	Sulfur metabolism PAO1	PA0283;PA0518;PA4442;PA0281
86	Nicotinate and nicotinamide metabolism PAO1	PA4376
86	Degradation of aromatic compounds PAO1	PA2507;PA3629;PA2508
86	Putative sorbitol/mannitol transport system	PA2338;PA3187
86	Glycine, serine and threonine metabolism PAO1	PA5379;PA5417;PA2446;PA5419;PA2445;PA2442;PA2444;PA5416;PA5418
86	Valine, leucine and isoleucine degradation PAO1	PA2015;PA2013;PA2014;PA2000;PA1999;PA2011
86	Bacterial chemotaxis PAO1	PA4496
86	Type VI secretion system	PA1657;PA1661;PA1659;PA1666;PA1658;PA1656;PA1660
86	Histidine metabolism PAO1	PA5098;PA5106
86	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
86	Glyoxylate and dicarboxylate metabolism PAO1	PA5420
86	Selenocompound metabolism PAO1	PA2616
86	Alanine, aspartate and glutamate metabolism PAO1	PA0051
86	Glycine betaine/proline transport system	PA5378;PA3236;PA5376;PA5096
86	Putative polar amino acid transport system	PA1260
86	Quorum sensing PAO1	PA4910;PA4909;PA4912;PA4911;PA2570;PA4913
86	Phosphonate transport system	PA3383
86	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
86	Chloroalkane and chloroalkene degradation PAO1	PA5421
86	Oxidative phosphorylation PAO1	PA0106;PA1317;PA1319;PA1318;PA1320;PA0108;PA0107
86	Glycolysis / Gluconeogenesis PAO1	PA1982;PA1984
87	Pyruvate metabolism PAO1	PA0887;PA5445
87	Pentose phosphate pathway PAO1	PA3373
87	Geraniol degradation PAO1	PA2890
87	beta-Lactam resistance PAO1	PA4375;PA3005
87	Bacterial chemotaxis PAO1	PA4290
87	Propanoate metabolism PAO1	PA3568
87	Monobactam biosynthesis PAO1	PA0223
87	Vancomycin resistance PAO1	PA0749
87	Amino sugar and nucleotide sugar metabolism PAO1	PA3156
87	Spermidine/putrescine transport system	PA0325
87	Quorum sensing PAO1	PA4912
87	Purine metabolism PAO1	PA3232
87	Lipopolysaccharide biosynthesis PAO1	PA2981
87	Sulfur metabolism PAO1	PA0282;PA4442;PA3446
87	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1690;PA1723;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
88	Pyruvate metabolism PAO1	PA1135;PA4771
88	Nicotinate and nicotinamide metabolism PAO1	PA4918
88	Valine, leucine and isoleucine degradation PAO1	PA3418;PA2015;PA2550
88	Porphyrin and chlorophyll metabolism PAO1	PA1275;PA2906;PA2905
88	Dipeptide transport system	PA4506;PA4502;PA4500
88	Ribosome PAO1	PA4272
88	Bacterial chemotaxis PAO1	PA0179
88	Thiamine metabolism PAO1	PA5118
88	Streptomycin biosynthesis PAO1	PA3818
88	Glycerophospholipid metabolism PAO1	PA2352
88	beta-Alanine metabolism PAO1	PA3713
88	Folate biosynthesis PAO1	PA0582;PA3030
88	Spermidine/putrescine transport system	PA3607;PA3609;PA3610;PA3608
88	Quorum sensing PAO1	PA0996;PA4776;PA1905
88	Purine metabolism PAO1	PA4645
88	Hemophore/metalloprotease transport system	PA1247
88	Lipopolysaccharide biosynthesis PAO1	PA3337
88	Glycerolipid metabolism PAO1	PA3582
89	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
89	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2015
89	Glycine, serine and threonine metabolism PAO1	PA2413
89	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA2531
89	Bacterial chemotaxis PAO1	PA1946
89	Monobactam biosynthesis PAO1	PA2412
89	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
89	Zinc transport system	PA2409;PA2408;PA2407
89	Nitrogen metabolism PAO1	PA4202
89	NADH:quinone oxidoreductase, prokaryotes	PA2649
89	Citrate cycle (TCA cycle) PAO1	PA4470
89	Oxidative phosphorylation PAO1	PA2648
89	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4375;PA0920
90	Ribosome PAO1	PA2970;PA5570
90	Bacterial chemotaxis PAO1	PA0176
90	Glyoxylate and dicarboxylate metabolism PAO1	PA4812
90	Bacterial secretion system PAO1	PA5210
90	Flagellar assembly PAO1	PA1446
90	Butanoate metabolism PAO1	PA1581;PA3426
90	Vancomycin resistance PAO1	PA4415
90	Imipenem resistance, repression of porin OprD	PA1798
90	Glycine betaine/proline transport system	PA5103
90	Putative polar amino acid transport system	PA1258;PA1257;PA2203
90	Oxidative phosphorylation PAO1	PA1320
90	Lipopolysaccharide biosynthesis PAO1	PA3636
90	Iron complex transport system	PA4159
91	Pyruvate metabolism PAO1	PA5111
91	Cytochrome c oxidase, cbb3-type	PA1552
91	Pentose phosphate pathway PAO1	PA5322
91	Geraniol degradation PAO1	PA2890
91	Type II general secretion pathway	PA3100
91	Tyrosine metabolism PAO1	PA2470
91	Nucleotide excision repair PAO1	PA3138
91	Fatty acid degradation PAO1	PA5349
91	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA3131;PA3356
91	Vitamin B6 metabolism PAO1	PA2212
91	Quorum sensing PAO1	PA3361;PA0609
91	Phosphonate transport system	PA3313
91	Base excision repair PAO1	PA1686
92	Pyruvate metabolism PAO1	PA1984
92	Pentose phosphate pathway PAO1	PA3181;PA3183;PA3182
92	Bacterial secretion system PAO1	PA0085
92	Type III secretion system	PA1719;PA1691;PA1698;PA1701;PA1722;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
93	One carbon pool by folate PAO1	PA3751
93	Pyruvate metabolism PAO1	PA1135
93	Putative sorbitol/mannitol transport system	PA3187
93	Valine, leucine and isoleucine degradation PAO1	PA3418;PA2015
93	Bacterial chemotaxis PAO1	PA2573;PA2920;PA1930
93	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
93	Benzoate degradation PAO1	PA2507;PA0228;PA2508;PA2509
93	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
93	Glyoxylate and dicarboxylate metabolism PAO1	PA5213;PA3181;PA3356
93	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
93	Flagellar assembly PAO1	PA1095;PA1094;PA1100;PA1092;PA1086;PA3526
93	Butanoate metabolism PAO1	PA0227;PA2003
93	Vancomycin resistance PAO1	PA5302
93	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
93	Quorum sensing PAO1	PA2570;PA4206;PA1871
93	Phosphonate transport system	PA3316
93	Type VI secretion system	PA2360;PA2369;PA2366;PA2367;PA2368;PA2371;PA2363;PA2365;PA2373;PA2370
93	Glycolysis / Gluconeogenesis PAO1	PA2555;PA3415;PA3417;PA3416;PA3193;PA3195
94	Pyruvate metabolism PAO1	PA0710
94	Nicotinate and nicotinamide metabolism PAO1	PA3088
94	Degradation of aromatic compounds PAO1	PA0230
94	Porphyrin and chlorophyll metabolism PAO1	PA1280
94	beta-Lactam resistance PAO1	PA3719
94	Ribosome PAO1	PA4260
94	Bacterial chemotaxis PAO1	PA1463
94	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	PA3763
94	Spermidine/putrescine transport system	PA0323;PA0324
94	Glutathione metabolism PAO1	PA1287
94	Lipopolysaccharide biosynthesis PAO1	PA2979;PA4988;PA4406
94	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1799;PA3310
95	Thiamine metabolism PAO1	PA2062
95	Degradation of aromatic compounds PAO1	PA4122
95	Denitrification, nitrate => nitrogen	PA0523
95	NitT/TauT family transport system	PA2599
95	Propanoate metabolism PAO1	PA3568
95	D-Methionine transport system	PA3931
95	Butanoate metabolism PAO1	PA0227
95	Phenazine biosynthesis PAO1	PA0997;PA1902;PA4217
95	Glycine betaine/proline transport system	PA5103
95	Fatty acid biosynthesis, initiation	PA3333
95	Valine, leucine and isoleucine biosynthesis PAO1	PA3120
95	Putative polar amino acid transport system	PA4195;PA2204;PA4193;PA4192
95	Quorum sensing PAO1	PA0996;PA1432;PA1903
95	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121
95	Sulfur metabolism PAO1	PA4443;PA3445;PA3446;PA1838;PA0280;PA3443;PA3935;PA0283;PA0281;PA2594;PA3444;PA3937;PA3938;PA4442
95	Type III secretion system	PA1719;PA1691;PA1722;PA1698;PA1701;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
96	Pyruvate metabolism PAO1	PA4470;PA0836
96	Arginine biosynthesis PAO1	PA5171;PA5172
96	RNA degradation PAO1	PA4761
96	Tyrosine metabolism PAO1	PA2008;PA5427;PA0865
96	Bacterial chemotaxis PAO1	PA1561
96	Aminobenzoate degradation PAO1	PA2514;PA2513
96	Glyoxylate and dicarboxylate metabolism PAO1	PA4613
96	Vitamin B6 metabolism PAO1	PA1049
96	Selenocompound metabolism PAO1	PA0849;PA1927
96	Glycerophospholipid metabolism PAO1	PA4351
96	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
96	Quorum sensing PAO1	PA1871;PA3724;PA4206;PA0295;PA4211;PA3478;PA3479;PA4207
96	Nitrogen metabolism PAO1	PA5173;PA0519;PA3877;PA0524
96	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4231
96	ABC-2 type transport system	PA5230
96	Oxidative phosphorylation PAO1	PA1856;PA1555;PA1557;PA1319;PA3929;PA1318;PA1556;PA3930
96	Lipopolysaccharide biosynthesis PAO1	PA3337
96	Sulfur metabolism PAO1	PA0518
97	Biotin metabolism PAO1	PA4280
97	Cysteine biosynthesis, serine => cysteine	PA2104
97	beta-Lactam resistance PAO1	PA0958
97	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
97	Histidine metabolism PAO1	PA3151;PA3152
97	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA3155;PA3158;PA3156
97	Putative ABC transport system	PA2858
97	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230;PA4228
97	Sulfur metabolism PAO1	PA2105
98	Pyruvate metabolism PAO1	PA1217;PA1984
98	Fatty acid metabolism PAO1	PA3333
98	Type VI secretion system	PA1667;PA1657;PA1661;PA1659;PA1658;PA1656;PA1662;PA1660
98	Aminobenzoate degradation PAO1	PA2514;PA2513
98	Phenazine biosynthesis PAO1	PA4209;PA4217
98	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
98	Quorum sensing PAO1	PA1002;PA0999;PA3476;PA0997;PA1130;PA1901;PA3724;PA0998;PA1902;PA1905;PA1000;PA1001;PA3361;PA1904;PA0996;PA1903;PA4211;PA3478;PA3479
98	Sulfur metabolism PAO1	PA4130
98	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
98	Putrescine transport system	PA2592
99	Arginine biosynthesis PAO1	PA5171;PA5172
99	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA4235
99	Glycolysis / Gluconeogenesis PAO1	PA5427
99	Bacterial chemotaxis PAO1	PA1561
99	Type VI secretion system	PA1657
99	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA4236
99	Glycerophospholipid metabolism PAO1	PA4351
99	Quorum sensing PAO1	PA0295
99	Purine metabolism PAO1	PA5497
99	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA0519;PA5173;PA3875;PA3877;PA3876;PA3874;PA3872
99	ABC-2 type transport system	PA5230
99	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3929;PA3930
99	Lipopolysaccharide biosynthesis PAO1	PA3337
99	Methane metabolism PAO1	PA0836
99	Sulfur metabolism PAO1	PA0518
99	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
100	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
100	Ribosome PAO1	PA3600
100	Homologous recombination PAO1	PA1534
100	Fructose and mannose metabolism PAO1	PA5453
100	Histidine metabolism PAO1	PA5100;PA5106
100	Aminobenzoate degradation PAO1	PA2513
100	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA2446;PA2445;PA4613;PA2444
100	Glycerophospholipid metabolism PAO1	PA2969
100	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
100	D-Methionine transport system	PA3931
100	Phenazine biosynthesis PAO1	PA4209;PA4217
100	Fatty acid biosynthesis, initiation	PA3333
100	Quorum sensing PAO1	PA4211;PA1901;PA4206;PA1902;PA3361;PA1904;PA1903;PA1905;PA4207
100	Phosphonate transport system	PA3314
100	ABC-2 type transport system	PA3401
100	Pyrimidine metabolism PAO1	PA0849
100	Oxidative phosphorylation PAO1	PA1581;PA4133;PA1584;PA1556
100	Microcin C transport system	PA1809
100	Sulfur metabolism PAO1	PA3446;PA4130;PA0283;PA2600;PA3444;PA3938
101	Phosphotransferase system (PTS) PAO1	PA3562
101	Thiamine metabolism PAO1	PA4548
101	Pentose phosphate pathway PAO1	PA3181;PA3194;PA2323;PA3182;PA2321;PA3183
101	Porphyrin and chlorophyll metabolism PAO1	PA1272
101	Arginine and proline metabolism PAO1	PA4908
101	Bacterial chemotaxis PAO1	PA4290
101	Aminobenzoate degradation PAO1	PA4904
101	Selenocompound metabolism PAO1	PA1927
101	Glycerophospholipid metabolism PAO1	PA3584
101	Starch and sucrose metabolism PAO1	PA2144;PA2164;PA2165
101	Quorum sensing PAO1	PA4777;PA4911
101	Glutathione metabolism PAO1	PA4401
101	Glycerolipid metabolism PAO1	PA3582
101	Putrescine transport system	PA2711
101	Glycolysis / Gluconeogenesis PAO1	PA3193;PA3195;PA1984
101	Putative sorbitol/mannitol transport system	PA3187
101	Base excision repair PAO1	PA0357
102	Pyruvate metabolism PAO1	PA4470
102	Macrolide resistance, MacAB-TolC transporter	PA2389
102	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
102	Valine, leucine and isoleucine degradation PAO1	PA2247;PA0747;PA2553;PA2013;PA2249;PA3569
102	Propanoate metabolism PAO1	PA3568
102	Monobactam biosynthesis PAO1	PA2412
102	Type VI secretion system	PA1668;PA0091;PA1661;PA0080;PA0087
102	Histidine metabolism PAO1	PA5100;PA5106
102	Aminobenzoate degradation PAO1	PA2514
102	Zinc transport system	PA2409;PA2408;PA2407
102	Putative polar amino acid transport system	PA4195
102	Phenylalanine metabolism PAO1	PA4073;PA5304
102	Sulfur metabolism PAO1	PA3937;PA2105;PA3444;PA2310;PA3446
102	Putrescine transport system	PA2592
102	Iron complex transport system	PA4708
103	One carbon pool by folate PAO1	PA4314
103	Lysine biosynthesis PAO1	PA5277
103	Biotin metabolism PAO1	PA4280
103	Biosynthesis of unsaturated fatty acids PAO1	PA5371
103	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	PA1375
103	Tyrosine metabolism PAO1	PA3629;PA2009
103	Cobalamin biosynthesis, cobinamide => cobalamin	PA4399
103	Bacterial chemotaxis PAO1	PA1456
103	Aminoglycoside resistance, protease FtsH	PA5199
103	Glyoxylate and dicarboxylate metabolism PAO1	PA5508
103	Streptomycin biosynthesis PAO1	PA5163
103	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5357
103	Cysteine and methionine metabolism PAO1	PA1292
103	Polyketide sugar unit biosynthesis PAO1	PA5162
103	Folate biosynthesis PAO1	PA2806
103	Quorum sensing PAO1	PA0768;PA3361
103	Purine metabolism PAO1	PA0945;PA3217
103	Hemophore/metalloprotease transport system	PA3404
103	Glutathione metabolism PAO1	PA1655;PA3831
103	NADH:quinone oxidoreductase, prokaryotes	PA2643
103	Pyrimidine metabolism PAO1	PA0342;PA3163;PA3232;PA3480
103	Lipopolysaccharide biosynthesis PAO1	PA0011;PA4988
103	Microcin C transport system	PA2059
103	Glycolysis / Gluconeogenesis PAO1	PA4748
104	Phosphotransferase system (PTS) PAO1	PA4464
104	Pentose phosphate pathway PAO1	PA2796
104	Degradation of aromatic compounds PAO1	PA2518
104	Arginine and proline metabolism PAO1	PA0895
104	Polyketide sugar unit biosynthesis PAO1	PA5161;PA5163
104	Type II general secretion pathway	PA1868
104	RNA degradation PAO1	PA0336
104	beta-Lactam resistance PAO1	PA0958
104	Ribosome PAO1	PA4255;PA4251
104	Fatty acid degradation PAO1	PA3629
104	Streptomycin biosynthesis PAO1	PA5164
104	Cysteine and methionine metabolism PAO1	PA0432
104	Butanoate metabolism PAO1	PA3589;PA4097
104	Putative polar amino acid transport system	PA1257
104	Quorum sensing PAO1	PA0652
104	Citrate cycle (TCA cycle) PAO1	PA1587;PA1588;PA1584
104	Citrate cycle (TCA cycle, Krebs cycle)	PA1586
104	Glycerolipid metabolism PAO1	PA1487
105	Pyruvate metabolism PAO1	PA1813
105	Degradation of aromatic compounds PAO1	PA2517;PA0480
105	Tyrosine metabolism PAO1	PA2008
105	Ribosome PAO1	PA4246;PA4258;PA4256;PA4261;PA3745;PA4262
105	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
105	Alanine, aspartate and glutamate metabolism PAO1	PA5429
105	Ribosome, bacteria	PA0579;PA4257;PA5570;PA4244;PA4247;PA4245
105	Quorum sensing PAO1	PA3361
105	Purine metabolism PAO1	PA4442
105	Nitrogen metabolism PAO1	PA0524
105	Aminoacyl-tRNA biosynthesis, prokaryotes	PA1794
105	Oxidative phosphorylation PAO1	PA1581;PA1582;PA4430;PA1584;PA2644;PA5554
105	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA0920
106	beta-Lactam resistance PAO1	PA0958
106	Synthesis and degradation of ketone bodies PAO1	PA2000
106	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA2147
106	Glycerophospholipid metabolism PAO1	PA3319;PA2155
106	Bacterial secretion system PAO1	PA1662
106	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2152;PA2164;PA2162;PA2153
106	Quorum sensing PAO1	PA3477
106	Purine metabolism PAO1	PA1931
106	Nitrogen metabolism PAO1	PA4588
106	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4224
106	Oxidative phosphorylation PAO1	PA0106;PA0113;PA0107;PA0108;PA0112
106	Sulfur metabolism PAO1	PA3445;PA3446;PA3443;PA3935;PA3937;PA3938
107	Pyruvate metabolism PAO1	PA4470;PA4771
107	Novobiocin biosynthesis PAO1	PA2531
107	Cysteine biosynthesis, serine => cysteine	PA2105
107	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
107	Glycine, serine and threonine metabolism PAO1	PA2413
107	Denitrification, nitrate => nitrogen	PA1174;PA0524
107	Ribosome PAO1	PA3600
107	Monobactam biosynthesis PAO1	PA2412
107	Glyoxylate and dicarboxylate metabolism PAO1	PA2446;PA5415;PA2445;PA4812;PA2444;PA4811
107	Glycerophospholipid metabolism PAO1	PA3584
107	Phenazine biosynthesis PAO1	PA1902;PA4217
107	Zinc transport system	PA2409;PA2408;PA2407
107	Nitrogen metabolism PAO1	PA1173
107	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
107	Oxidative phosphorylation PAO1	PA2638
107	Glycerolipid metabolism PAO1	PA3582
107	Iron complex transport system	PA4708;PA4707;PA4706
108	Fatty acid metabolism PAO1	PA0494
108	beta-Lactam resistance PAO1	PA2019;PA2018
108	Dipeptide transport system	PA4504
108	Bacterial chemotaxis PAO1	PA4310
108	Propanoate metabolism PAO1	PA3568
108	Glycerophospholipid metabolism PAO1	PA3584
108	Bacterial secretion system PAO1	PA0080
108	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
108	Quorum sensing PAO1	PA0999;PA3476;PA0997;PA1871;PA3724;PA0998;PA3477;PA1000;PA1432;PA2587;PA1003;PA0996;PA3479
108	Purine metabolism PAO1	PA0143
108	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230
108	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1317;PA4133;PA1319;PA1318;PA1320;PA1556
108	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3558;PA3556;PA3552;PA3557
108	Sulfur metabolism PAO1	PA4130
108	Cyanoamino acid metabolism PAO1	PA2193
108	Putrescine transport system	PA2592
108	Fatty acid biosynthesis PAO1	PA3333
109	Thiamine metabolism PAO1	PA3686
109	Arginine and proline metabolism PAO1	PA1421;PA1254
109	RNA degradation PAO1	PA4761;PA5242;PA4385
109	Porphyrin and chlorophyll metabolism PAO1	PA2947;PA5243;PA3531
109	beta-Lactam resistance PAO1	PA5471
109	NitT/TauT family transport system	PA2329
109	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
109	Selenocompound metabolism PAO1	PA1927
109	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
109	Phenazine biosynthesis PAO1	PA4217
109	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	PA1217
109	Putative polar amino acid transport system	PA1256
109	Quorum sensing PAO1	PA1874;PA0999;PA1871;PA0997;PA1901;PA3724;PA4206;PA0998;PA1902;PA1905;PA1000;PA1001;PA2570;PA1904;PA1903;PA4211;PA0996;PA4207
109	Nitrogen metabolism PAO1	PA0102
109	Phenylalanine metabolism PAO1	PA5084
109	Sulfur metabolism PAO1	PA2345
109	Iron complex transport system	PA2912
110	Porphyrin and chlorophyll metabolism PAO1	PA2904
110	Dipeptide transport system	PA4504
110	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
110	Histidine metabolism PAO1	PA3151
110	Bacterial secretion system PAO1	PA3486
110	Flagellar assembly PAO1	PA1094;PA1086;PA1095;PA1092;PA1087
110	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3155;PA2232;PA3158
110	Spermidine/putrescine transport system	PA0203
110	Quorum sensing PAO1	PA3724;PA1003;PA3476;PA3364
110	Phenylalanine metabolism PAO1	PA5304
110	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179
110	Sulfur metabolism PAO1	PA4130
110	Cyanoamino acid metabolism PAO1	PA2193
111	Pyruvate metabolism PAO1	PA5192
111	Arginine biosynthesis PAO1	PA1337
111	Arginine and proline metabolism PAO1	PA2317;PA1687
111	Putative sorbitol/mannitol transport system	PA3187
111	beta-Lactam resistance PAO1	PA2019;PA2018;PA5471;PA4110
111	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
111	Mismatch repair PAO1	PA4316
111	Flagellar assembly PAO1	PA1092;PA3526
111	Glutamate/aspartate transport system	PA1341;PA1339;PA1340
111	Quorum sensing PAO1	PA4777
111	Glutathione metabolism PAO1	PA1338
112	Arginine biosynthesis PAO1	PA5171;PA5172
112	Porphyrin and chlorophyll metabolism PAO1	PA0510
112	Glycine, serine and threonine metabolism PAO1	PA2445;PA2444;PA2446
112	Denitrification, nitrate => nitrogen	PA0523
112	Arginine and proline metabolism PAO1	PA4773
112	beta-Lactam resistance PAO1	PA2019
112	beta-Alanine metabolism PAO1	PA3713;PA0132;PA0130;PA4774
112	Bacterial chemotaxis PAO1	PA4310;PA4307
112	Type VI secretion system	PA0083;PA2685;PA0088;PA0084;PA0090;PA0089
112	Benzoate degradation PAO1	PA0228
112	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
112	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
112	Bacterial secretion system PAO1	PA1719;PA1701
112	Alanine, aspartate and glutamate metabolism PAO1	PA0402
112	D-Methionine transport system	PA3931
112	Styrene degradation PAO1	PA0227
112	Zinc transport system	PA2408
112	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
112	Putative polar amino acid transport system	PA2204
112	Quorum sensing PAO1	PA4207;PA4206;PA1000;PA0295
112	Purine metabolism PAO1	PA4969
112	Nitrogen metabolism PAO1	PA0524;PA3392;PA3874;PA3872
112	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
112	Oxidative phosphorylation PAO1	PA4133;PA1319;PA1317;PA1318;PA1320
112	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA3552
112	Sulfur metabolism PAO1	PA0283;PA3938;PA3445;PA4130;PA3446
112	Glycolysis / Gluconeogenesis PAO1	PA5427
113	Pyruvate metabolism PAO1	PA4470;PA4771
113	Pentose phosphate pathway PAO1	PA3181;PA3194;PA3182;PA2263;PA2321;PA3183
113	Putative sorbitol/mannitol transport system	PA3187
113	Ribosome PAO1	PA3600
113	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
113	Bacterial chemotaxis PAO1	PA4500
113	Propanoate metabolism PAO1	PA0130
113	Glyoxylate and dicarboxylate metabolism PAO1	PA5508
113	Selenocompound metabolism PAO1	PA1927
113	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
113	Amino sugar and nucleotide sugar metabolism PAO1	PA3193
113	Putative polar amino acid transport system	PA1260;PA4193
113	Nitrogen metabolism PAO1	PA0524
113	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
113	Phenylalanine metabolism PAO1	PA5304
113	Pyrimidine metabolism PAO1	PA5541
113	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3552;PA5538;PA0920
113	Sulfur metabolism PAO1	PA3445;PA3935;PA3444;PA3442
113	Glycolysis / Gluconeogenesis PAO1	PA3195
113	Iron complex transport system	PA4707
114	Pyruvate metabolism PAO1	PA3416;PA1217;PA3417
114	Porphyrin and chlorophyll metabolism PAO1	PA2948
114	Glycine, serine and threonine metabolism PAO1	PA2443;PA2446
114	Valine, leucine and isoleucine degradation PAO1	PA3569;PA3570
114	Tyrosine metabolism PAO1	PA0865
114	Bacterial chemotaxis PAO1	PA0175;PA1930;PA0179
114	Histidine metabolism PAO1	PA5100
114	Glyoxylate and dicarboxylate metabolism PAO1	PA5508;PA2445;PA2444
114	Streptomycin biosynthesis PAO1	PA5163
114	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
114	Flagellar assembly PAO1	PA1092
114	Phenazine biosynthesis PAO1	PA4209;PA4217
114	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA3346
114	Quorum sensing PAO1	PA1874;PA1871;PA1130;PA1901;PA3724;PA4206;PA1905;PA1902;PA3477;PA2570;PA3361;PA1904;PA1903;PA4211;PA3478;PA3479;PA4207
114	Oxidative phosphorylation PAO1	PA0106;PA0108;PA4133;PA0105;PA0113;PA0107
114	Sulfur metabolism PAO1	PA2566;PA4130
115	Pyruvate metabolism PAO1	PA4733
115	Fatty acid metabolism PAO1	PA3645
115	Porphyrin and chlorophyll metabolism PAO1	PA2948
115	Macrolide resistance, MacAB-TolC transporter	PA1179
115	beta-Lactam resistance PAO1	PA4110
115	Riboflavin metabolism PAO1	PA4053
