feature	pathway	gene_signature_definition
85	Bacterial chemotaxis PAO1	PA4307
85	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
85	DNA replication PAO1	PA3642
85	Glycerophospholipid metabolism PAO1	PA3651;PA2969
85	Peptidoglycan biosynthesis PAO1	PA1959
85	Glycine betaine/proline transport system	PA5096
85	Fatty acid biosynthesis, initiation	PA2968;PA3112
85	Purine metabolism PAO1	PA0945;PA3807;PA0944
85	Nitrogen metabolism PAO1	PA1173
85	Aminoacyl-tRNA biosynthesis PAO1	PA0668
85	ABC-2 type transport system	PA5230
85	Phenylalanine metabolism PAO1	PA3139
85	Oxidative phosphorylation PAO1	PA0106;PA0112;PA0108;PA0107
85	Lipopolysaccharide biosynthesis PAO1	PA1792;PA3643
85	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
85	Protein export PAO1	PA0768;PA3820;PA3821
86	Pyruvate metabolism PAO1	PA1217;PA4771
86	Porphyrin and chlorophyll metabolism PAO1	PA4880
86	Glycine, serine and threonine metabolism PAO1	PA3710
86	Cytochrome c oxidase, cbb3-type	PA4133
86	Valine, leucine and isoleucine degradation PAO1	PA2553;PA2013;PA2014;PA2011;PA2000;PA2249;PA2250;PA1999;PA2012;PA3569;PA3570
86	Bacterial chemotaxis PAO1	PA4310;PA4307;PA1946
86	Propanoate metabolism PAO1	PA3568;PA2555
86	Type VI secretion system	PA0083;PA0091;PA0089;PA0085;PA0084;PA0080;PA0090;PA0087
86	Benzoate degradation PAO1	PA0228
86	Histidine metabolism PAO1	PA5106
86	Aminobenzoate degradation PAO1	PA2514;PA3366
86	Flagellar assembly PAO1	PA1095;PA1078;PA1080;PA1092;PA1077;PA1081;PA1079;PA1086;PA1087
86	Butanoate metabolism PAO1	PA0227
86	Phenazine biosynthesis PAO1	PA4209;PA4217
86	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
86	Quorum sensing PAO1	PA1871;PA1901;PA3724;PA1905;PA1902;PA1000;PA3364;PA2570;PA3361;PA1904;PA1903;PA4211;PA2569
86	Sulfur metabolism PAO1	PA4130
86	Cyanoamino acid metabolism PAO1	PA2193
87	Pentose phosphate pathway PAO1	PA3183
87	Arginine and proline metabolism PAO1	PA4908;PA1254
87	Macrolide resistance, MacAB-TolC transporter	PA1179
87	Type II general secretion pathway	PA0680
87	Porphyrin and chlorophyll metabolism PAO1	PA0510
87	Bacterial chemotaxis PAO1	PA4500
87	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
87	Phosphonate and phosphinate metabolism PAO1	PA3379
87	Benzoate degradation PAO1	PA2507;PA0228;PA2508;PA2509
87	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
87	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4810;PA5355;PA4812;PA5353
87	Glycerophospholipid metabolism PAO1	PA3584
87	Butanoate metabolism PAO1	PA0226;PA2003;PA0227;PA2000
87	Ascorbate and aldarate metabolism PAO1	PA1253
87	Zinc transport system	PA2409
87	Folate biosynthesis PAO1	PA3914;PA3870
87	Glycine betaine/proline transport system	PA5376
87	Amino sugar and nucleotide sugar metabolism PAO1	PA0596
87	Putative polar amino acid transport system	PA1257;PA1260;PA1256
87	Quorum sensing PAO1	PA3476;PA4910;PA0998;PA1000;PA0844;PA4911
87	Nitrogen metabolism PAO1	PA3392;PA3875;PA3877;PA3876;PA3874;PA3872
87	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1180
87	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318
87	Lysine degradation PAO1	PA1252
87	Glycerolipid metabolism PAO1	PA3582
87	Fatty acid biosynthesis PAO1	PA0494
88	Pyruvate metabolism PAO1	PA1217;PA1984
88	Nicotinate and nicotinamide metabolism PAO1	PA3505
88	Porphyrin and chlorophyll metabolism PAO1	PA2903
88	Glycine, serine and threonine metabolism PAO1	PA5415;PA0316;PA2444
88	Valine, leucine and isoleucine degradation PAO1	PA0132;PA2014
88	NitT/TauT family transport system	PA3512;PA3514
88	Ribosome PAO1	PA4432
88	Bacterial chemotaxis PAO1	PA2573;PA0175;PA0179
88	Selenocompound metabolism PAO1	PA0849;PA1927
88	Vanadium resistance, efflux pump MexGHI-OpmD	PA4206;PA4205;PA4208;PA4207
88	Flagellar assembly PAO1	PA3352;PA1092
88	Amino sugar and nucleotide sugar metabolism PAO1	PA3159
88	Quorum sensing PAO1	PA5568
88	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4224
89	Lysine biosynthesis PAO1	PA4417
89	Fatty acid metabolism PAO1	PA1827;PA3013
89	Urea transport system	PA4861
89	Pentose phosphate pathway PAO1	PA2796
89	Arginine and proline metabolism PAO1	PA0895
89	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA5039
89	Ribosome PAO1	PA5570
89	Histidine metabolism PAO1	PA3151
89	Fatty acid degradation PAO1	PA3629
89	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA2634
89	Flagellar assembly PAO1	PA1445
89	Vancomycin resistance PAO1	PA0749
89	Folate biosynthesis PAO1	PA1505
89	Amino sugar and nucleotide sugar metabolism PAO1	PA3159
89	Ribosome, bacteria	PA3656
89	dTDP-L-rhamnose biosynthesis	PA5161
89	Quorum sensing PAO1	PA4985
89	Purine metabolism PAO1	PA1543
89	Pyrimidine metabolism PAO1	PA2616;PA4758;PA5337
89	Oxidative phosphorylation PAO1	PA1552;PA1583;PA1584;PA2638
89	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4947
90	Pyruvate metabolism PAO1	PA3415;PA3417;PA3416;PA1135;PA4733
90	Porphyrin and chlorophyll metabolism PAO1	PA2948
90	Valine, leucine and isoleucine degradation PAO1	PA2247;PA3418;PA2248
90	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
90	Bacterial chemotaxis PAO1	PA1930;PA0178;PA4633;PA4309;PA0179;PA2573;PA0176
90	Type VI secretion system	PA2366
90	Aminobenzoate degradation PAO1	PA2514
90	Glyoxylate and dicarboxylate metabolism PAO1	PA5213;PA5508
90	Flagellar assembly PAO1	PA1082;PA1092;PA1080;PA3526
90	Butanoate metabolism PAO1	PA5056
90	Glutamate/aspartate transport system	PA1342
90	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
90	Quorum sensing PAO1	PA2570;PA3361;PA1871
90	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
90	Oxidative phosphorylation PAO1	PA0106;PA1317;PA0108;PA0105;PA0113;PA0107
90	Lipopolysaccharide biosynthesis PAO1	PA4517
90	Sulfur metabolism PAO1	PA2566
90	Glycerolipid metabolism PAO1	PA2969
91	Pyruvate metabolism PAO1	PA1984
91	Thiamine metabolism PAO1	PA2062
91	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	PA2083
91	Denitrification, nitrate => nitrogen	PA3392
91	RNA degradation PAO1	PA4761
91	NitT/TauT family transport system	PA2295;PA2308;PA2599;PA2328;PA2327;PA2296;PA2329;PA2309
91	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2086
91	Glycerophospholipid metabolism PAO1	PA4351
91	Alanine, aspartate and glutamate metabolism PAO1	PA2084
91	D-Methionine transport system	PA3931
91	Butanoate metabolism PAO1	PA4153
91	Valine, leucine and isoleucine biosynthesis PAO1	PA0851
91	Putative polar amino acid transport system	PA2204;PA2203;PA4193;PA4192;PA4195;PA4194
91	Oxidative phosphorylation PAO1	PA3929
91	Sulfur metabolism PAO1	PA4443;PA3442;PA3446;PA3935;PA2594;PA3447;PA2310;PA3938;PA4442;PA3443;PA0281;PA2600;PA3937;PA1838;PA0280;PA0283;PA3444;PA2598;PA0193;PA3936;PA3448;PA0186;PA0282;PA3445;PA3449
91	C5-Branched dibasic acid metabolism PAO1	PA0882
91	Iron complex transport system	PA2913
92	Fatty acid metabolism PAO1	PA1806;PA3426
92	Type II general secretion pathway	PA5210
92	NitT/TauT family transport system	PA3512
92	Ribosome PAO1	PA2970;PA5570
92	Homologous recombination PAO1	PA4285
92	Bacterial chemotaxis PAO1	PA1423;PA0176
92	Glyoxylate and dicarboxylate metabolism PAO1	PA4812
92	Glycolysis, core module involving three-carbon compounds	PA4748
92	Glycerophospholipid metabolism PAO1	PA3651
92	Starch and sucrose metabolism PAO1	PA1726
92	Butanoate metabolism PAO1	PA1581;PA2950
92	Imipenem resistance, repression of porin OprD	PA1798
92	Folate biosynthesis PAO1	PA4750;PA3028
92	Ribosome, bacteria	PA4563
92	Glutathione metabolism PAO1	PA4401
92	Pyrimidine metabolism PAO1	PA4646
92	Citrate cycle (TCA cycle) PAO1	PA5436
92	Lipopolysaccharide biosynthesis PAO1	PA3636
92	Iron complex transport system	PA4159
93	Pentose phosphate pathway PAO1	PA0330
93	Base excision repair PAO1	PA3495
93	RNA degradation PAO1	PA0336
93	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0870;PA0244
93	NitT/TauT family transport system	PA3512
93	Bacterial chemotaxis PAO1	PA1464;PA0176
93	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA0296
93	Peptidoglycan biosynthesis PAO1	PA4415
93	Flagellar assembly PAO1	PA1095;PA3351
93	Glutamate/aspartate transport system	PA1342
93	Spermidine/putrescine transport system	PA0204
93	Quorum sensing PAO1	PA1002;PA4804;PA1432;PA1905
93	Purine metabolism PAO1	PA4645
93	Pyrimidine metabolism PAO1	PA4646
93	Lipopolysaccharide biosynthesis PAO1	PA3636
93	Methane metabolism PAO1	PA4733
93	Iron complex transport system	PA4159;PA2914
94	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA1588
94	RNA degradation PAO1	PA4385;PA2976;PA0336
94	Ribosome PAO1	PA4260;PA4246;PA4257;PA4258;PA4259;PA4934;PA4251;PA4240;PA4273;PA4262;PA4264
94	Bacterial chemotaxis PAO1	PA1464
94	Aminoglycoside resistance, protease FtsH	PA4751
94	Aminobenzoate degradation PAO1	PA0954
94	Flagellar assembly PAO1	PA3352;PA3351;PA1092
94	Glutamate/aspartate transport system	PA1342
94	Folate biosynthesis PAO1	PA3028
94	Ribosome, bacteria	PA4433;PA4568;PA4256;PA4249;PA4272;PA4261;PA4274;PA4254;PA4263;PA4267;PA2742;PA4248
94	Spermidine/putrescine transport system	PA0206;PA0205
94	Quorum sensing PAO1	PA1303
94	Purine metabolism PAO1	PA4238;PA5497;PA4865;PA3807
94	Citrate cycle (TCA cycle) PAO1	PA1589
94	Pantothenate and CoA biosynthesis PAO1	PA5320
95	Pyruvate metabolism PAO1	PA3416
95	Fatty acid metabolism PAO1	PA2815
95	Glycine, serine and threonine metabolism PAO1	PA5372;PA5373;PA2444
95	RNA degradation PAO1	PA4937
95	Bacterial chemotaxis PAO1	PA1930;PA4500
95	Type VI secretion system	PA0077;PA0089
95	Histidine metabolism PAO1	PA3151
95	Thiamine metabolism PAO1	PA4973
95	Amino sugar and nucleotide sugar metabolism PAO1	PA3155
95	Putative ABC transport system	PA0072
95	Fructose and mannose metabolism PAO1	PA3547;PA3541;PA3551;PA3561
95	Nitrogen metabolism PAO1	PA3392;PA0519;PA3875;PA3877;PA3876;PA3874;PA3872;PA5508
95	Phenylalanine metabolism PAO1	PA5304
95	Citrate cycle (TCA cycle) PAO1	PA3417
95	Cyanoamino acid metabolism PAO1	PA0164
96	Thiamine metabolism PAO1	PA4548
96	Nicotinate and nicotinamide metabolism PAO1	PA3088
96	Type II general secretion pathway	PA3097;PA3100
96	Tyrosine metabolism PAO1	PA2471
96	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0245
96	Nucleotide excision repair PAO1	PA4234
96	Mismatch repair PAO1	PA4316
96	Vancomycin resistance PAO1	PA4930
96	Spermidine/putrescine transport system	PA0323
96	Purine metabolism PAO1	PA0934
96	Pyrimidine metabolism PAO1	PA5331
96	Lipopolysaccharide biosynthesis PAO1	PA4988
96	Pantothenate and CoA biosynthesis PAO1	PA0363
97	Pyruvate metabolism PAO1	PA0494;PA4771
97	Porphyrin and chlorophyll metabolism PAO1	PA1923
97	Type II general secretion pathway	PA4528
97	Tyrosine metabolism PAO1	PA2008;PA2009
97	beta-Lactam resistance PAO1	PA4110
97	Ribosome PAO1	PA3601;PA3600
97	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
97	Aminobenzoate degradation PAO1	PA2513
97	Glycerophospholipid metabolism PAO1	PA3651
97	Cysteine and methionine metabolism PAO1	PA1432;PA4774;PA1927
97	Zinc transport system	PA2408
97	Histidine metabolism PAO1	PA3151;PA3152
97	Amino sugar and nucleotide sugar metabolism PAO1	PA3554;PA3159;PA3552;PA3156;PA3148;PA3155;PA3158;PA3559
97	Putative ABC transport system	PA4065;PA4064
97	Putative polar amino acid transport system	PA1260
97	ABC-2 type transport system	PA2812;PA2811
97	Pyrimidine metabolism PAO1	PA5541
97	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3553;PA3557;PA3558;PA1180;PA3556;PA5538
98	Type III secretion system	PA1719;PA1722;PA1701;PA1695;PA1723;PA1694;PA1692;PA1696;PA1693
98	Pentose phosphate pathway PAO1	PA3181
98	Gluconeogenesis, oxaloacetate => fructose-6P	PA3195
98	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3183;PA3182
98	Tyrosine metabolism PAO1	PA4121;PA2009
98	Ribosome PAO1	PA4250;PA0579
98	Fructose and mannose metabolism PAO1	PA3547;PA3545
98	Alanine, aspartate and glutamate metabolism PAO1	PA5429
98	Zinc transport system	PA2408
98	Histidine metabolism PAO1	PA5106
98	Quorum sensing PAO1	PA1871
98	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3552
98	Oxidative phosphorylation PAO1	PA1317;PA4429;PA1318
98	Lipopolysaccharide biosynthesis PAO1	PA2981
98	Pantothenate and CoA biosynthesis PAO1	PA0441
98	C5-Branched dibasic acid metabolism PAO1	PA0878
99	Nicotinate and nicotinamide metabolism PAO1	PA1602
99	Degradation of aromatic compounds PAO1	PA2507;PA5427;PA2508;PA2509
99	Arginine and proline metabolism PAO1	PA4519
99	Glycine, serine and threonine metabolism PAO1	PA5416;PA2250;PA5417
99	Tyrosine metabolism PAO1	PA0870;PA2007
99	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
99	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
99	Alanine, aspartate and glutamate metabolism PAO1	PA5429
99	Styrene degradation PAO1	PA4073
99	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1087
99	Glycine betaine/proline transport system	PA3236
99	Valine, leucine and isoleucine biosynthesis PAO1	PA3121
99	Quorum sensing PAO1	PA1073
99	2-Oxocarboxylic acid metabolism PAO1	PA0353;PA3120
99	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
99	Sulfur metabolism PAO1	PA2566;PA1838;PA4513
99	Type VI secretion system	PA1511
99	Glycolysis / Gluconeogenesis PAO1	PA1984
99	Iron complex transport system	PA4708;PA4707;PA4706
100	Glycine, serine and threonine metabolism PAO1	PA3710
100	Valine, leucine and isoleucine degradation PAO1	PA2015;PA2013;PA2014;PA2011;PA2000;PA1999;PA3569;PA3570
100	Propanoate metabolism PAO1	PA3568
100	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
100	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA5353;PA5355
100	Glycerophospholipid metabolism PAO1	PA3584
100	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
100	Butanoate metabolism PAO1	PA1584;PA2003
100	Phenazine biosynthesis PAO1	PA0999;PA0996;PA0997;PA0998;PA1002
100	Quorum sensing PAO1	PA1001;PA1000
100	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
100	Oxidative phosphorylation PAO1	PA4133
100	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
100	Sulfur metabolism PAO1	PA3444
101	Thiamine metabolism PAO1	PA4973
101	Pentose phosphate pathway PAO1	PA2321;PA3183
101	Denitrification, nitrate => nitrogen	PA0524
101	Valine, leucine and isoleucine degradation PAO1	PA0132;PA2247;PA0747;PA2015;PA2553;PA2013;PA2001;PA2014;PA2248;PA2000;PA2249;PA2250;PA1999;PA2012;PA3570;PA3569;PA2011
101	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
101	Synthesis and degradation of ketone bodies PAO1	PA2003
101	Bacterial chemotaxis PAO1	PA4500
101	Propanoate metabolism PAO1	PA2555
101	Benzoate degradation PAO1	PA2507;PA2508
101	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
101	Cysteine and methionine metabolism PAO1	PA1927
101	Histidine metabolism PAO1	PA5100;PA5106
101	Putative ABC transport system	PA4064
101	Quorum sensing PAO1	PA1871;PA3364
101	Phenylalanine metabolism PAO1	PA0872
101	Pyrimidine metabolism PAO1	PA5541
101	Oxidative phosphorylation PAO1	PA4133
101	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3724;PA1179;PA5538
101	Sulfur metabolism PAO1	PA4130
102	Pyruvate metabolism PAO1	PA3415;PA5111;PA3417;PA3416;PA2108
102	Glycine, serine and threonine metabolism PAO1	PA1326;PA2444
102	Bacterial chemotaxis PAO1	PA3349
102	Aminoglycoside resistance, protease FtsH	PA5199
102	Glycerophospholipid metabolism PAO1	PA2155
102	Bacterial secretion system PAO1	PA4144
102	Alanine, aspartate and glutamate metabolism PAO1	PA3459
102	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2152;PA2164;PA2162;PA2153
102	Quorum sensing PAO1	PA5568;PA3364
102	Purine metabolism PAO1	PA1931
102	Base excision repair PAO1	PA4172
103	Porphyrin and chlorophyll metabolism PAO1	PA2944
103	Sulfate-sulfur assimilation	PA4130
103	Ribosome PAO1	PA3601;PA3600
103	Aminobenzoate degradation PAO1	PA2513
103	Glycerophospholipid metabolism PAO1	PA3584
103	Cysteine and methionine metabolism PAO1	PA4773
103	Alanine, aspartate and glutamate metabolism PAO1	PA5429
103	Vancomycin resistance PAO1	PA5302
103	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
103	Putative ABC transport system	PA4065;PA4064
103	Quorum sensing PAO1	PA4776
103	Glutathione metabolism PAO1	PA2813;PA4774
103	ABC-2 type transport system	PA2812;PA2811
103	Phenylalanine metabolism PAO1	PA5304
103	Pyrimidine metabolism PAO1	PA5541
103	Oxidative phosphorylation PAO1	PA3929;PA3930
103	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA1180;PA3556;PA5538
103	Fatty acid biosynthesis PAO1	PA0494
104	Arginine and proline metabolism PAO1	PA4774
104	Cytochrome c oxidase, cbb3-type	PA1856
104	beta-Lactam resistance PAO1	PA2019
104	Dipeptide transport system	PA4504
104	Phosphonate and phosphinate metabolism PAO1	PA1310
104	Cysteine and methionine metabolism PAO1	PA4773
104	gamma-Hexachlorocyclohexane transport system	PA4455;PA4456;PA4454
104	Flagellar assembly PAO1	PA1104
104	Butanoate metabolism PAO1	PA0227;PA1999;PA2000
104	Amino sugar and nucleotide sugar metabolism PAO1	PA3540;PA3551;PA3559
104	Ribosome, bacteria	PA3601
104	Quorum sensing PAO1	PA4776;PA4777
104	Purine metabolism PAO1	PA3232
104	Nitrogen metabolism PAO1	PA4588
104	ABC-2 type transport system	PA2811
104	Phenylalanine metabolism PAO1	PA0872;PA0865
104	Citrate cycle (TCA cycle) PAO1	PA3452
104	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA0920;PA3556;PA1180
104	Sulfur metabolism PAO1	PA4443;PA3446;PA0283;PA0281;PA3444;PA3938;PA4442
105	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1904
105	Iron(III) transport system	PA4687
105	Biotin metabolism PAO1	PA0504
105	Arginine and proline metabolism PAO1	PA3366;PA4839
105	Glycine, serine and threonine metabolism PAO1	PA1757
105	Tyrosine metabolism PAO1	PA0865;PA2009
105	Porphyrin and chlorophyll metabolism PAO1	PA3531
105	Synthesis and degradation of ketone bodies PAO1	PA2000
105	Vitamin B6 metabolism PAO1	PA1049
105	Selenocompound metabolism PAO1	PA1927
105	D-Methionine transport system	PA3931
105	Butanoate metabolism PAO1	PA2003
105	Phenazine biosynthesis PAO1	PA4217
105	Valine, leucine and isoleucine biosynthesis PAO1	PA3121
105	Putative polar amino acid transport system	PA2204;PA4193;PA4192
105	Quorum sensing PAO1	PA3364
105	Nitrogen metabolism PAO1	PA0524;PA3392;PA0519;PA0523;PA4676
105	Oxidative phosphorylation PAO1	PA4133
105	Lipopolysaccharide biosynthesis PAO1	PA4517;PA3337
105	Sulfur metabolism PAO1	PA0282;PA4443;PA3445;PA3936;PA3442;PA3446;PA3937;PA3443;PA3935;PA0283;PA0281;PA3444;PA2310;PA3938
106	Putative sorbitol/mannitol transport system	PA3187
106	beta-Lactam resistance PAO1	PA2019
106	Monobactam biosynthesis PAO1	PA2412
106	Glycerophospholipid metabolism PAO1	PA3584
106	Zinc transport system	PA2408
106	Quorum sensing PAO1	PA3476;PA3478;PA3479
106	Purine metabolism PAO1	PA0934
106	Glutathione metabolism PAO1	PA2813
106	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
106	ABC-2 type transport system	PA2812;PA2811
106	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
106	Pyrimidine metabolism PAO1	PA3527
106	Lipopolysaccharide biosynthesis PAO1	PA4517
106	Methane metabolism PAO1	PA3628
106	Glycerolipid metabolism PAO1	PA3579;PA3582
107	Tyrosine metabolism PAO1	PA2008
107	Synthesis and degradation of ketone bodies PAO1	PA2003
107	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA5508
107	Bacterial secretion system PAO1	PA1701
107	Imipenem resistance, repression of porin OprD	PA0958
107	Glutathione metabolism PAO1	PA2813
107	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
107	ABC-2 type transport system	PA2812;PA2811
107	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
107	Sulfur metabolism PAO1	PA4130
108	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523
108	Pentose phosphate pathway PAO1	PA3183;PA3182
108	Glycine, serine and threonine metabolism PAO1	PA1326;PA5373
108	Bacterial chemotaxis PAO1	PA4500;PA4290;PA4307
108	Type VI secretion system	PA1667;PA1657;PA1661;PA1658
108	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
108	DNA replication PAO1	PA3232
108	Glycerophospholipid metabolism PAO1	PA3584
108	Cysteine and methionine metabolism PAO1	PA1927
108	Alanine, aspartate and glutamate metabolism PAO1	PA5522
108	Phenazine biosynthesis PAO1	PA4217
108	Vancomycin resistance PAO1	PA4201
108	Amino sugar and nucleotide sugar metabolism PAO1	PA3158
108	Quorum sensing PAO1	PA0999;PA0997;PA0998;PA1000;PA3364;PA1001;PA4211;PA1432
108	NADH:quinone oxidoreductase, prokaryotes	PA2639
108	Oxidative phosphorylation PAO1	PA2641
108	Base excision repair PAO1	PA1686
109	Arginine and proline metabolism PAO1	PA3366;PA1421
109	Dipeptide transport system	PA4500
109	Phosphonate and phosphinate metabolism PAO1	PA1310
109	Benzoate degradation PAO1	PA0228
109	Glycerophospholipid metabolism PAO1	PA3584
109	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
109	Quorum sensing PAO1	PA1001;PA3361;PA0997;PA1000;PA0996
109	Oxidative phosphorylation PAO1	PA1317;PA1320
109	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA0426;PA1180
109	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
110	Pyruvate metabolism PAO1	PA0887;PA3471
110	Lysine biosynthesis PAO1	PA1010
110	Arginine biosynthesis PAO1	PA4402
110	Biotin metabolism PAO1	PA4389
110	Geraniol degradation PAO1	PA2888;PA2887
110	Porphyrin and chlorophyll metabolism PAO1	PA3977
110	RNA degradation PAO1	PA4385;PA4740;PA5239;PA3861
110	Histidine metabolism PAO1	PA4449
110	Sec (secretion) system	PA3822
110	Mismatch repair PAO1	PA4042
110	Glycerophospholipid metabolism PAO1	PA4693
110	Cysteine and methionine metabolism PAO1	PA4956
110	Bacterial secretion system PAO1	PA5568
110	Amino sugar and nucleotide sugar metabolism PAO1	PA4450
110	Ribosome, bacteria	PA4271
110	Purine metabolism PAO1	PA0934
110	Aminoacyl-tRNA biosynthesis, prokaryotes	PA1794;PA3482;PA3834
110	Protein export PAO1	PA4403
110	Aminoacyl-tRNA biosynthesis PAO1	PA2744
110	Glutathione metabolism PAO1	PA3831
110	Phosphonate transport system	PA3313
110	NADH:quinone oxidoreductase, prokaryotes	PA2649
110	Pyrimidine metabolism PAO1	PA4756;PA0401;PA3527
110	Oxidative phosphorylation PAO1	PA2648
110	Citrate cycle (TCA cycle, Krebs cycle)	PA1585;PA1588
110	Sulfur metabolism PAO1	PA2709
110	Fatty acid biosynthesis PAO1	PA1806
111	RNA degradation PAO1	PA4727;PA0428
111	Ribosome PAO1	PA5316
111	Vitamin B6 metabolism PAO1	PA3167;PA5516;PA1049
111	Peptidoglycan biosynthesis PAO1	PA4415
111	Cysteine and methionine metabolism PAO1	PA4956
111	Flagellar assembly PAO1	PA1446
111	Aminoacyl-tRNA biosynthesis, prokaryotes	PA1794
111	Oxidative phosphorylation PAO1	PA2645;PA2639;PA2647;PA4429;PA1320
111	Lipopolysaccharide biosynthesis PAO1	PA3636
111	Glycerolipid metabolism PAO1	PA2969
111	Putrescine transport system	PA2711
111	Base excision repair PAO1	PA5332
112	Pyruvate metabolism PAO1	PA0927;PA2382;PA4771;PA3452
112	Fatty acid metabolism PAO1	PA3333
112	Nicotinate and nicotinamide metabolism PAO1	PA1602
112	Arginine and proline metabolism PAO1	PA3713;PA1421;PA0293
112	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2012
112	Valine, leucine and isoleucine degradation PAO1	PA2013
112	Bacterial chemotaxis PAO1	PA0175;PA1946;PA0178
112	Benzoate degradation PAO1	PA0228
112	Glycerophospholipid metabolism PAO1	PA3584
112	beta-Alanine metabolism PAO1	PA0439
112	Cysteine and methionine metabolism PAO1	PA3476
112	Fructose and mannose metabolism PAO1	PA3547
112	Spermidine/putrescine transport system	PA3609
112	Nitrogen metabolism PAO1	PA0524;PA5508
112	Pyrimidine metabolism PAO1	PA0444
112	Oxidative phosphorylation PAO1	PA1856;PA1555;PA1317;PA4133;PA1319;PA1318;PA1320;PA1321
112	Sulfur metabolism PAO1	PA4443;PA1838;PA4130;PA3443;PA3444;PA4442
112	Glycerolipid metabolism PAO1	PA3582
113	Fatty acid metabolism PAO1	PA2815
113	Pentose phosphate pathway PAO1	PA2263;PA2261
113	Arginine and proline metabolism PAO1	PA4773;PA4774
113	Valine, leucine and isoleucine degradation PAO1	PA2011
113	Porphyrin and chlorophyll metabolism PAO1	PA4880
113	NitT/TauT family transport system	PA3514
113	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
113	Histidine metabolism PAO1	PA5106
113	Glyoxylate and dicarboxylate metabolism PAO1	PA2147;PA5355
113	Glycerophospholipid metabolism PAO1	PA2536
113	Alanine, aspartate and glutamate metabolism PAO1	PA3459
113	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA5322;PA2165;PA2416;PA2152;PA2164
