feature	pathway	gene_signature_definition
56	Citrate cycle (TCA cycle) PAO1	PA4470
56	Oxidative phosphorylation PAO1	PA1856;PA1317;PA2691;PA1319;PA1318;PA1320
56	Sulfur metabolism PAO1	PA0518;PA0281;PA3446
56	Glycerolipid metabolism PAO1	PA4351
57	Pyruvate metabolism PAO1	PA4333
57	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
57	Glycine, serine and threonine metabolism PAO1	PA2413
57	Monobactam biosynthesis PAO1	PA2412
57	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA4810;PA4812;PA4236
57	Assimilatory sulfate reduction, sulfate => H2S	PA4513
57	Zinc transport system	PA2409;PA2408;PA2407
57	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4231
57	Phenylalanine metabolism PAO1	PA2531
57	Citrate cycle (TCA cycle) PAO1	PA4470
57	Oxidative phosphorylation PAO1	PA4430
57	Iron complex transport system	PA4708;PA4707;PA4706
58	Pyruvate metabolism PAO1	PA5445;PA3417
58	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
58	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2553;PA2000;PA2248;PA2249;PA2250;PA1999;PA3418
58	Tyrosine metabolism PAO1	PA2008;PA0870;PA5427;PA2009;PA2007;PA0865
58	Bacterial chemotaxis PAO1	PA0175;PA0176;PA0179
58	Propanoate metabolism PAO1	PA0835;PA0836
58	Fatty acid degradation PAO1	PA0447
58	Aminobenzoate degradation PAO1	PA2513
58	Glyoxylate and dicarboxylate metabolism PAO1	PA1562;PA2445;PA4236;PA2446;PA2444
58	Vitamin B6 metabolism PAO1	PA1049
58	Cysteine and methionine metabolism PAO1	PA4773;PA4774
58	Flagellar assembly PAO1	PA1094;PA1092
58	Butanoate metabolism PAO1	PA2003
58	Amino sugar and nucleotide sugar metabolism PAO1	PA2232;PA3559
58	Quorum sensing PAO1	PA4777
58	Nitrogen metabolism PAO1	PA1174
58	ABC-2 type transport system	PA5230
58	Phenylalanine metabolism PAO1	PA0872
58	Pyrimidine metabolism PAO1	PA0403
58	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1320;PA1856
58	Lipopolysaccharide biosynthesis PAO1	PA3337
58	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3724;PA3558;PA3556;PA1180
58	Sulfur metabolism PAO1	PA4130
58	Cyanoamino acid metabolism PAO1	PA2195
59	Arginine biosynthesis PAO1	PA5171;PA5172
59	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA4235
59	Glycolysis / Gluconeogenesis PAO1	PA5427
59	Bacterial chemotaxis PAO1	PA1561
59	Propanoate metabolism PAO1	PA0836
59	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
59	Vitamin B6 metabolism PAO1	PA1049
59	Quorum sensing PAO1	PA0295
59	Purine metabolism PAO1	PA5497
59	Nitrogen metabolism PAO1	PA5173;PA3877;PA0519
59	ABC-2 type transport system	PA5230
59	Phenylalanine metabolism PAO1	PA5304
59	Oxidative phosphorylation PAO1	PA1557;PA3930;PA1556;PA3929;PA1555
59	Lipopolysaccharide biosynthesis PAO1	PA3337
59	Methane metabolism PAO1	PA0835
59	Sulfur metabolism PAO1	PA0518
59	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
60	Iron(III) transport system	PA4687
60	Nicotinate and nicotinamide metabolism PAO1	PA4919
60	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
60	Denitrification, nitrate => nitrogen	PA0519;PA0523
60	Bacterial chemotaxis PAO1	PA0176;PA4307;PA0174
60	Thiamine metabolism PAO1	PA4973
60	Glycerophospholipid metabolism PAO1	PA4351
60	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
60	Phenazine biosynthesis PAO1	PA4209;PA4217
60	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA1871;PA0427;PA1901;PA3724;PA4206;PA0998;PA1902;PA1905;PA1000;PA1001;PA0996;PA1904;PA1903;PA4211;PA3478;PA3479;PA4207
60	Nitrogen metabolism PAO1	PA0524
60	Oxidative phosphorylation PAO1	PA1317;PA4133;PA1319;PA1318;PA3929;PA1320;PA3930
60	Sulfur metabolism PAO1	PA4130
60	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
61	Arginine and proline metabolism PAO1	PA4773;PA4163;PA4774;PA2317
61	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2249;PA2248
61	Valine, leucine and isoleucine degradation PAO1	PA2250;PA2011
61	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
61	Cysteine and methionine metabolism PAO1	PA1927
61	Histidine metabolism PAO1	PA5098;PA5106
61	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
61	Quorum sensing PAO1	PA4777;PA4776;PA4207
61	Glutathione metabolism PAO1	PA0838
61	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
61	Phenylalanine metabolism PAO1	PA4073
61	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
61	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
61	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3552;PA3553;PA3557;PA3556
62	Pentose phosphate pathway PAO1	PA3181;PA2261;PA3194;PA3182;PA2263;PA2321;PA3183
62	Porphyrin and chlorophyll metabolism PAO1	PA1273;PA2944
62	Denitrification, nitrate => nitrogen	PA0523
62	Valine, leucine and isoleucine degradation PAO1	PA1999
62	Synthesis and degradation of ketone bodies PAO1	PA2000
62	Glyoxylate and dicarboxylate metabolism PAO1	PA2147
62	Selenocompound metabolism PAO1	PA1927
62	Starch and sucrose metabolism PAO1	PA2160;PA2144;PA2163;PA2165;PA2152;PA2164;PA3193;PA2162;PA2153
62	Histidine metabolism PAO1	PA5106
62	Glutamate/aspartate transport system	PA1341
62	Quorum sensing PAO1	PA1070
62	Purine metabolism PAO1	PA1518;PA3232;PA3970
62	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
62	Phenylalanine metabolism PAO1	PA3165;PA3366
62	Oxidative phosphorylation PAO1	PA4429;PA1553
62	Terpenoid backbone biosynthesis PAO1	PA4569
62	Glycolysis / Gluconeogenesis PAO1	PA3195;PA2555
62	Base excision repair PAO1	PA0750
63	Pyruvate metabolism PAO1	PA5192;PA4733
63	Nicotinate and nicotinamide metabolism PAO1	PA1004
63	Arginine and proline metabolism PAO1	PA0895
63	RNA degradation PAO1	PA0336
63	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0870
63	NitT/TauT family transport system	PA3512
63	Aminoglycoside resistance, protease FtsH	PA2438
63	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA0098
63	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063
63	Flagellar assembly PAO1	PA1101
63	Glutamate/aspartate transport system	PA1342
63	Spermidine/putrescine transport system	PA0204
63	Quorum sensing PAO1	PA1002;PA4776;PA1905
63	Phenylalanine metabolism PAO1	PA0202
63	Lipopolysaccharide biosynthesis PAO1	PA3636
64	One carbon pool by folate PAO1	PA0430
64	Pyruvate metabolism PAO1	PA3687
64	Degradation of aromatic compounds PAO1	PA4125
64	RNA degradation PAO1	PA3861
64	Tyrosine metabolism PAO1	PA4122
64	Riboflavin metabolism PAO1	PA1274
64	Ribosome PAO1	PA4273;PA5570
64	Bacterial chemotaxis PAO1	PA4310
64	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	PA0945
64	DNA replication PAO1	PA1529;PA3642
64	Glycerophospholipid metabolism PAO1	PA3651;PA2969
64	Cysteine and methionine metabolism PAO1	PA4773
64	Histidine metabolism PAO1	PA5140
64	Folate biosynthesis PAO1	PA0976
64	Amino sugar and nucleotide sugar metabolism PAO1	PA3552
64	Fructose and mannose metabolism PAO1	PA3540;PA3541;PA3551;PA3542;PA3547;PA3545
64	Quorum sensing PAO1	PA0768;PA3250;PA4777
64	Nitrogen metabolism PAO1	PA3876;PA3875;PA3874;PA3872;PA1024
64	Protein export PAO1	PA3820
64	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121
64	Pantothenate and CoA biosynthesis PAO1	PA4279
64	Terpenoid backbone biosynthesis PAO1	PA3650
64	Arginine/ornithine transport system	PA0890
64	Putrescine transport system	PA2711
64	Putative sorbitol/mannitol transport system	PA3187
65	Type III secretion system	PA1695;PA1719;PA1701;PA1717;PA1716
65	Arginine and proline metabolism PAO1	PA4773;PA4774
65	Ribosome PAO1	PA3601;PA3600
65	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
65	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
65	Butanoate metabolism PAO1	PA0266
65	Phenazine biosynthesis PAO1	PA4209;PA4217
65	Imipenem resistance, repression of porin OprD	PA2492
65	Fatty acid biosynthesis, elongation	PA3333
65	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
65	Putative ABC transport system	PA4065;PA4064
65	Putative polar amino acid transport system	PA4192
65	Quorum sensing PAO1	PA4211;PA4206;PA1902;PA1001;PA1904;PA1903;PA4776;PA1905;PA3478;PA4777;PA4207
65	Glutathione metabolism PAO1	PA2813
65	ABC-2 type transport system	PA2812;PA2811
65	Pyrimidine metabolism PAO1	PA5541
65	Oxidative phosphorylation PAO1	PA4133
65	Methane metabolism PAO1	PA0887;PA2444
65	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA1180;PA3556;PA5538
65	Sulfur metabolism PAO1	PA3445;PA3446;PA3937;PA3443;PA3444;PA2310;PA3938
65	Iron complex transport system	PA4708;PA4158
66	Arginine and proline metabolism PAO1	PA3713
66	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA5353;PA4829;PA2444
66	Putative polar amino acid transport system	PA5137
66	Oxidative phosphorylation PAO1	PA2691
66	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
67	Pyruvate metabolism PAO1	PA5015
67	Nicotinate and nicotinamide metabolism PAO1	PA1602;PA0265
67	Arginine and proline metabolism PAO1	PA0654;PA1421
67	Putative sorbitol/mannitol transport system	PA3187
67	RNA degradation PAO1	PA4385
67	Valine, leucine and isoleucine degradation PAO1	PA2550
67	Ribosome PAO1	PA3600
67	Homologous recombination PAO1	PA1534
67	Type VI secretion system	PA1660
67	Benzoate degradation PAO1	PA2508
67	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
67	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
67	Glycerophospholipid metabolism PAO1	PA2536
67	Cysteine and methionine metabolism PAO1	PA4956
67	Vancomycin resistance PAO1	PA5302
67	Quorum sensing PAO1	PA3320
67	Purine metabolism PAO1	PA0148
67	Glutathione metabolism PAO1	PA3831
67	Phenylalanine metabolism PAO1	PA5304
67	Pantothenate and CoA biosynthesis PAO1	PA5320
67	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
67	Sulfur metabolism PAO1	PA4513
68	Nicotinate and nicotinamide metabolism PAO1	PA3088
68	Arginine and proline metabolism PAO1	PA1421;PA4342
68	Ribosome PAO1	PA2742;PA5316;PA3742;PA4249;PA5315;PA4250;PA4242;PA4241;PA4264;PA4245
68	Histidine metabolism PAO1	PA5142
68	Folate biosynthesis PAO1	PA3028
68	Ribosome, bacteria	PA4563;PA4934;PA4432;PA4272;PA4567
68	Valine, leucine and isoleucine biosynthesis PAO1	PA4694;PA3792
68	Spermidine/putrescine transport system	PA0204
68	Quorum sensing PAO1	PA3361
68	Purine metabolism PAO1	PA2629;PA4238;PA5338
68	Oxidative phosphorylation PAO1	PA4429
68	2-Oxocarboxylic acid metabolism PAO1	PA3506
69	Pyruvate metabolism PAO1	PA3416
69	Bacterial chemotaxis PAO1	PA0174
69	Glyoxylate and dicarboxylate metabolism PAO1	PA5213;PA5508
69	Tryptophan metabolism PAO1	PA0704
69	Starch and sucrose metabolism PAO1	PA2160;PA2152;PA2153;PA2151
69	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA3346
69	Quorum sensing PAO1	PA1874;PA2570;PA3252
69	Citrate cycle (TCA cycle) PAO1	PA3417
69	Oxidative phosphorylation PAO1	PA0107;PA0106;PA0108;PA0105;PA0113;PA0112
69	Sulfur metabolism PAO1	PA2566
70	Pyruvate metabolism PAO1	PA5297
70	Urea transport system	PA4861
70	Pentose phosphate pathway PAO1	PA2796;PA4670
70	Glycine, serine and threonine metabolism PAO1	PA0851
70	Type II general secretion pathway	PA2675
70	Ribosome PAO1	PA4741
70	Bacterial chemotaxis PAO1	PA3348
70	Geraniol degradation PAO1	PA3013
70	Glyoxylate and dicarboxylate metabolism PAO1	PA2974;PA3356
70	Peptidoglycan biosynthesis PAO1	PA4417;PA4415
70	Flagellar assembly PAO1	PA1445
70	Starch and sucrose metabolism PAO1	PA1726
70	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	PA4053
70	Vancomycin resistance PAO1	PA0749
70	Amino sugar and nucleotide sugar metabolism PAO1	PA3159
70	Ribosome, bacteria	PA5570
70	Spermidine/putrescine transport system	PA0325
70	NADH:quinone oxidoreductase, prokaryotes	PA2638
70	Sulfur relay system PAO1	PA2605
70	Arginine/ornithine transport system	PA0890
71	Lysine biosynthesis PAO1	PA3659
71	Thiamine metabolism PAO1	PA4548
71	Cysteine biosynthesis, serine => cysteine	PA2105
71	Arginine and proline metabolism PAO1	PA5080
71	CusS-CusR (copper tolerance) two-component regulatory system	PA4886
71	Mismatch repair PAO1	PA4946;PA3777
71	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA4975
71	Bacterial secretion system PAO1	PA3097
71	Putative polar amino acid transport system	PA5270
71	Quorum sensing PAO1	PA4047;PA4747;PA5317
71	Hemophore/metalloprotease transport system	PA3404
71	Sulfur relay system PAO1	PA2607;PA2103
71	Lipopolysaccharide biosynthesis PAO1	PA5010
71	Microcin C transport system	PA2059
71	Glycerolipid metabolism PAO1	PA2862
72	Pyruvate metabolism PAO1	PA4771;PA5436
72	Pentose phosphate pathway PAO1	PA3181;PA3194;PA2323;PA3182;PA2321;PA3183
72	Arginine and proline metabolism PAO1	PA0896
72	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
72	Porphyrin and chlorophyll metabolism PAO1	PA1277
72	beta-Lactam resistance PAO1	PA5471;PA4110
72	NitT/TauT family transport system	PA2329
72	Ribosome PAO1	PA3600
72	Type VI secretion system	PA1660
72	Aminobenzoate degradation PAO1	PA2514
72	Glyoxylate and dicarboxylate metabolism PAO1	PA5522
72	Butanoate metabolism PAO1	PA1999
72	Quorum sensing PAO1	PA2570;PA1432
72	Purine metabolism PAO1	PA4442
72	Phospholipid transport system	PA4455
72	Phenylalanine metabolism PAO1	PA4980
72	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3556
72	Glycolysis / Gluconeogenesis PAO1	PA3193;PA3195;PA1984
72	Iron complex transport system	PA4158
72	Putative sorbitol/mannitol transport system	PA3187
73	Phosphotransferase system (PTS) PAO1	PA3560
73	Lysine biosynthesis PAO1	PA3659
73	Cytochrome c oxidase, cbb3-type	PA1556
73	Arginine and proline metabolism PAO1	PA4114
73	Type II general secretion pathway	PA3100
73	Mismatch repair PAO1	PA5443;PA3725
73	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA4975
73	Cysteine and methionine metabolism PAO1	PA3170
73	Butanoate metabolism PAO1	PA2035
73	Histidine metabolism PAO1	PA5140;PA5142
73	Nitrogen metabolism PAO1	PA2053
73	Hemophore/metalloprotease transport system	PA3404
73	Lipopolysaccharide biosynthesis PAO1	PA5011
73	Putative spermidine/putrescine transport system	PA3252
74	Thiamine metabolism PAO1	PA3814
74	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
74	Denitrification, nitrate => nitrogen	PA0524;PA3392;PA0523;PA3874;PA0519
74	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
74	beta-Lactam resistance PAO1	PA2019
74	Benzoate degradation PAO1	PA0228;PA2508
74	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
74	Fluorobenzoate degradation PAO1	PA2682
74	Nitrogen metabolism PAO1	PA3872
74	Oxidative phosphorylation PAO1	PA2691;PA1856
74	Sulfur metabolism PAO1	PA0518
75	Pyruvate metabolism PAO1	PA4470
75	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
75	Denitrification, nitrate => nitrogen	PA3872;PA3874;PA3875;PA0523;PA0519
75	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
75	Benzoate degradation PAO1	PA2507;PA0228
75	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
75	Styrene degradation PAO1	PA0226
75	Butanoate metabolism PAO1	PA0227
75	Nitrogen metabolism PAO1	PA3392;PA0524
75	Sulfur relay system PAO1	PA3870;PA3814
75	Oxidative phosphorylation PAO1	PA2691;PA1856
75	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3552
75	Sulfur metabolism PAO1	PA0518
75	Base excision repair PAO1	PA4010
76	Cytochrome c oxidase, cbb3-type	PA4133
76	Nicotinate and nicotinamide metabolism PAO1	PA0196
76	Arginine and proline metabolism PAO1	PA4189;PA4163
76	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
76	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3113
76	beta-Lactam resistance PAO1	PA0427;PA0958
76	Ribosome PAO1	PA3600
76	Monobactam biosynthesis PAO1	PA4188
76	Type VI secretion system	PA0085
76	Histidine metabolism PAO1	PA5140
76	Butanoate metabolism PAO1	PA4180;PA4153;PA4148
76	Amino sugar and nucleotide sugar metabolism PAO1	PA3555;PA5452
76	Nitrogen metabolism PAO1	PA1024
76	Aminoacyl-tRNA biosynthesis, prokaryotes	PA4138
76	Citrate cycle (TCA cycle) PAO1	PA4152
76	Sulfur metabolism PAO1	PA5175
76	Iron complex transport system	PA4158
77	Porphyrin and chlorophyll metabolism PAO1	PA5523
77	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2014
77	Ribosome PAO1	PA5570
77	F-type ATPase, prokaryotes and chloroplasts	PA5554
77	Bacterial chemotaxis PAO1	PA0173;PA0174
77	Propanoate metabolism PAO1	PA3639
77	Aminobenzoate degradation PAO1	PA4901
77	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA5522;PA0065
77	Bacterial secretion system PAO1	PA2361
77	Alanine, aspartate and glutamate metabolism PAO1	PA5429
77	Putative polar amino acid transport system	PA5075
77	Purine metabolism PAO1	PA5426;PA1931
77	Aminoacyl-tRNA biosynthesis PAO1	PA0009
78	Porphyrin and chlorophyll metabolism PAO1	PA4880
78	Type II general secretion pathway	PA4528
78	Phosphonate and phosphinate metabolism PAO1	PA3377
78	Glyoxylate and dicarboxylate metabolism PAO1	PA2442;PA5355
78	Glycerophospholipid metabolism PAO1	PA3584;PA4351
78	Starch and sucrose metabolism PAO1	PA2416;PA2164;PA2151;PA2153;PA2165
78	Histidine metabolism PAO1	PA5100;PA5098
78	Quorum sensing PAO1	PA2570;PA3361
78	Phosphonate transport system	PA3384
78	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226
78	Citrate cycle (TCA cycle, Krebs cycle)	PA1582
79	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4470
79	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA2944
79	Glycine, serine and threonine metabolism PAO1	PA5372;PA2413
79	Denitrification, nitrate => nitrogen	PA3874;PA0519
79	Cytochrome c oxidase, cbb3-type	PA1856
79	Arginine and proline metabolism PAO1	PA4773
79	Monobactam biosynthesis PAO1	PA2412
79	Benzoate degradation PAO1	PA0228
79	Glycerophospholipid metabolism PAO1	PA3584
79	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
79	Cysteine and methionine metabolism PAO1	PA4774
79	Quorum sensing PAO1	PA0999;PA1002;PA0997;PA4206;PA0998;PA1000;PA0295;PA1001;PA4776;PA4207;PA0996;PA4777
79	Purine metabolism PAO1	PA4969;PA4865
79	Nitrogen metabolism PAO1	PA0523;PA0524
79	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
79	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558;PA3555
79	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3556;PA3552;PA3553
79	Sulfur metabolism PAO1	PA0518
79	Glycerolipid metabolism PAO1	PA3582
79	Iron complex transport system	PA4706
80	Pyruvate metabolism PAO1	PA0887;PA4470;PA5445
80	Fatty acid metabolism PAO1	PA2815;PA2968
80	Cytochrome c oxidase, cbb3-type	PA1555
80	Porphyrin and chlorophyll metabolism PAO1	PA2906
80	Iron(III) transport system	PA4687
80	Arginine and proline metabolism PAO1	PA0895;PA4773;PA4774
80	Bacterial chemotaxis PAO1	PA4290;PA1946
80	Propanoate metabolism PAO1	PA3568
80	Bacterial secretion system PAO1	PA1696;PA1719;PA1692
80	Amino sugar and nucleotide sugar metabolism PAO1	PA3554;PA3552;PA3559
80	Quorum sensing PAO1	PA4777;PA4776
80	Nitrogen metabolism PAO1	PA1024
80	Type III secretion system	PA1701
80	Base excision repair PAO1	PA3725
81	Nicotinate and nicotinamide metabolism PAO1	PA1602
81	Pentose phosphate pathway PAO1	PA3194;PA3183;PA3182
81	Degradation of aromatic compounds PAO1	PA2508
81	Putative sorbitol/mannitol transport system	PA3187
81	Glycine, serine and threonine metabolism PAO1	PA0851
81	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3181
81	Valine, leucine and isoleucine degradation PAO1	PA2248;PA2000;PA2249;PA2250;PA1999;PA3569;PA3570
81	Propanoate metabolism PAO1	PA3568
81	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
81	Glyoxylate and dicarboxylate metabolism PAO1	PA5353;PA2444
81	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208;PA4207
81	Cysteine and methionine metabolism PAO1	PA2105;PA1927
81	Phenazine biosynthesis PAO1	PA4217
81	Histidine metabolism PAO1	PA5106
81	Quorum sensing PAO1	PA2570;PA4206;PA4911
81	Glutathione metabolism PAO1	PA2813
81	ABC-2 type transport system	PA2812;PA2811
81	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320
81	Glycolysis / Gluconeogenesis PAO1	PA3193;PA3195
82	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1903
82	Pyruvate metabolism PAO1	PA4333;PA4771;PA2555
82	Arginine and proline metabolism PAO1	PA0704
82	Glycine, serine and threonine metabolism PAO1	PA3735
82	Valine, leucine and isoleucine degradation PAO1	PA2015;PA2013;PA2014;PA2000;PA1999;PA3569;PA2011
82	Bacterial chemotaxis PAO1	PA4307;PA0174
82	Type VI secretion system	PA0091;PA0084
82	Histidine metabolism PAO1	PA5100;PA5106
82	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA5355;PA5353;PA2446
82	Glycerophospholipid metabolism PAO1	PA2536
82	Phenazine biosynthesis PAO1	PA1904;PA4209;PA1905;PA4217
82	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA1609
82	Glycine betaine/proline transport system	PA5096
82	Fructose and mannose metabolism PAO1	PA3540;PA2232;PA3547;PA3541
82	Oxidative phosphorylation PAO1	PA3929
83	Pyruvate metabolism PAO1	PA0494
83	Arginine biosynthesis PAO1	PA5171;PA5172
83	Tyrosine metabolism PAO1	PA2008;PA5427;PA2007;PA2009;PA0865
83	Bacterial chemotaxis PAO1	PA1561
83	Type VI secretion system	PA1660;PA1656;PA1657
83	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA4811;PA4236
83	Glycerophospholipid metabolism PAO1	PA4351
83	Quorum sensing PAO1	PA0295
83	Purine metabolism PAO1	PA5497
83	Nitrogen metabolism PAO1	PA5173;PA3877;PA0519
83	ABC-2 type transport system	PA5230
83	Oxidative phosphorylation PAO1	PA1557;PA1555;PA3929;PA1556;PA3930
83	Lipopolysaccharide biosynthesis PAO1	PA3337
83	Methane metabolism PAO1	PA0836
83	Sulfur metabolism PAO1	PA0518
83	Cyanoamino acid metabolism PAO1	PA2194;PA2193
84	Pyruvate metabolism PAO1	PA1135;PA3417;PA3416
84	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2553;PA2248;PA2249;PA2250;PA3418
84	Synthesis and degradation of ketone bodies PAO1	PA2003
84	Bacterial chemotaxis PAO1	PA0180;PA1930;PA0178;PA3349;PA0179;PA2573;PA0175;PA0176
84	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
84	Streptomycin biosynthesis PAO1	PA5163
84	Selenocompound metabolism PAO1	PA1927
84	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
84	Flagellar assembly PAO1	PA1094;PA3351;PA1092;PA1080;PA1087
84	Styrene degradation PAO1	PA2009
84	Phenazine biosynthesis PAO1	PA4217
84	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
84	Quorum sensing PAO1	PA1874;PA1871;PA1901;PA3724;PA4206;PA1905;PA1902;PA2570;PA3361;PA1904;PA1903;PA4211;PA3478;PA3479
84	Phenylalanine metabolism PAO1	PA0872;PA0865;PA3366
84	Oxidative phosphorylation PAO1	PA0106;PA4133;PA0105;PA0107
84	Sulfur metabolism PAO1	PA2566;PA4443;PA4130
85	Fatty acid metabolism PAO1	PA2815
85	Thiamine metabolism PAO1	PA3976
85	Cysteine biosynthesis, serine => cysteine	PA2105
85	Base excision repair PAO1	PA5147
85	Valine, leucine and isoleucine degradation PAO1	PA2011
85	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA5184
85	Bacterial chemotaxis PAO1	PA1930;PA0177
85	Type VI secretion system	PA2368;PA2365;PA2366;PA2367
85	Glyoxylate and dicarboxylate metabolism PAO1	PA4626;PA5355
85	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA1384
85	Quorum sensing PAO1	PA3724;PA2570;PA1871;PA3250;PA3253
85	Nitrogen metabolism PAO1	PA0524;PA3392;PA0523;PA5508
85	Citrate cycle (TCA cycle) PAO1	PA3417
85	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
85	Sulfur metabolism PAO1	PA2104
86	Pentose phosphate pathway PAO1	PA3373
86	Putative sorbitol/mannitol transport system	PA3187
86	Type II general secretion pathway	PA0680;PA0679;PA0677
86	Valine, leucine and isoleucine degradation PAO1	PA2012
86	Tetrahydrofolate biosynthesis, GTP => THF	PA3296;PA0582
86	Bacterial chemotaxis PAO1	PA0175
86	Phosphate transport system	PA5369
86	Phosphonate and phosphinate metabolism PAO1	PA3378;PA3377;PA3374;PA3372;PA3380;PA3379
86	Glycerophospholipid metabolism PAO1	PA0347;PA3651;PA0844;PA4351;PA2352
86	Cysteine and methionine metabolism PAO1	PA1683;PA1292
86	Folate biosynthesis PAO1	PA3910
86	Amino sugar and nucleotide sugar metabolism PAO1	PA2022
86	Phosphonate transport system	PA3382;PA3384;PA3383
86	Oxidative phosphorylation PAO1	PA1317;PA1320
87	Pyruvate metabolism PAO1	PA0482;PA0887;PA5445;PA1770
87	Nicotinate and nicotinamide metabolism PAO1	PA2991
87	Arginine and proline metabolism PAO1	PA3713;PA4773
