feature	pathway	gene_signature_definition
80	Histidine metabolism PAO1	PA3151
80	Amino sugar and nucleotide sugar metabolism PAO1	PA3155
80	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA0851
80	Putative polar amino acid transport system	PA5154
80	Lipopolysaccharide biosynthesis PAO1	PA2981
80	Putative spermidine/putrescine transport system	PA0602
81	Pyruvate metabolism PAO1	PA4771
81	Iron(III) transport system	PA4687
81	Porphyrin and chlorophyll metabolism PAO1	PA3531
81	Type II general secretion pathway	PA0678
81	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2553;PA2000;PA2248;PA2250;PA1999
81	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
81	Arginine and proline metabolism PAO1	PA4773;PA4774;PA1421;PA0782
81	Propanoate metabolism PAO1	PA0494
81	Glyoxylate and dicarboxylate metabolism PAO1	PA3181
81	Cysteine and methionine metabolism PAO1	PA2105
81	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
81	Quorum sensing PAO1	PA4777;PA1073;PA4776
81	Nitrogen metabolism PAO1	PA0524;PA3392;PA0523
81	Phospholipid transport system	PA4455;PA4454;PA4453
81	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3555;PA3558
81	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA1179;PA3552;PA3553;PA3557;PA3556;PA1180
81	Sulfur metabolism PAO1	PA3446
82	Geraniol degradation PAO1	PA2889;PA2891;PA2888;PA2887
82	Arginine and proline metabolism PAO1	PA0782
82	Ribosome PAO1	PA3600
82	Type VI secretion system	PA0083;PA1657;PA0091;PA2685;PA1511;PA0082;PA0095;PA0077;PA0088;PA0079;PA0084;PA3294;PA0085;PA1668;PA0080;PA0078;PA0090;PA0089;PA0087
82	Glycerophospholipid metabolism PAO1	PA2541;PA3584;PA2536
82	Bacterial secretion system PAO1	PA0074;PA0081;PA0075
82	Vancomycin resistance PAO1	PA0749
82	Putative ABC transport system	PA0073;PA0072
82	Fructose and mannose metabolism PAO1	PA3540;PA2232;PA3547;PA3541
83	Iron(III) transport system	PA4687
83	Thiamine metabolism PAO1	PA3975
83	NitT/TauT family transport system	PA3512
83	Ribosome PAO1	PA5316
83	Bacterial chemotaxis PAO1	PA1464
83	Propanoate metabolism PAO1	PA4733
83	Nicotinate and nicotinamide metabolism PAO1	PA4006
83	Ornithine biosynthesis, glutamate => ornithine	PA0662
83	Vitamin B6 metabolism PAO1	PA1049
83	Flagellar assembly PAO1	PA1446
83	Zinc transport system	PA2407
83	Folate biosynthesis PAO1	PA3028
83	Purine metabolism PAO1	PA5176
83	Aminoacyl-tRNA biosynthesis PAO1	PA1794
83	NADH:quinone oxidoreductase, prokaryotes	PA2645;PA2637
83	Oxidative phosphorylation PAO1	PA2647
83	Lipopolysaccharide biosynthesis PAO1	PA3636
83	Microcin C transport system	PA1810
83	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1799
83	Sulfur metabolism PAO1	PA4956
83	Glycerolipid metabolism PAO1	PA2969
83	Putrescine transport system	PA2711
83	Base excision repair PAO1	PA5332
84	One carbon pool by folate PAO1	PA1796
84	Biotin metabolism PAO1	PA4280;PA0098
84	Nicotinate and nicotinamide metabolism PAO1	PA4376
84	Porphyrin and chlorophyll metabolism PAO1	PA4088
84	beta-Lactam resistance PAO1	PA3719
84	Ribosome PAO1	PA4932
84	Bacterial chemotaxis PAO1	PA4310
84	Glycerophospholipid metabolism PAO1	PA2584
84	Vancomycin resistance PAO1	PA0749
84	Amino sugar and nucleotide sugar metabolism PAO1	PA1384
84	Glutathione metabolism PAO1	PA1287
84	Oxidative phosphorylation PAO1	PA4031
84	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	PA0223
85	Phosphotransferase system (PTS) PAO1	PA3560
85	Pyruvate metabolism PAO1	PA0494;PA4771
85	Pentose phosphate pathway PAO1	PA3183
85	Arginine and proline metabolism PAO1	PA1421
85	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2014
85	Glycine, serine and threonine metabolism PAO1	PA2443
85	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3182
85	Bacterial chemotaxis PAO1	PA4307;PA1946
85	Nicotinate and nicotinamide metabolism PAO1	PA1602
85	Glyoxylate and dicarboxylate metabolism PAO1	PA3181;PA2446;PA5415;PA2445;PA2444;PA5508
85	Thiamine metabolism PAO1	PA4973
85	Glycerophospholipid metabolism PAO1	PA3584
85	Cysteine and methionine metabolism PAO1	PA4773;PA4774
85	gamma-Hexachlorocyclohexane transport system	PA4455;PA4456
85	Butanoate metabolism PAO1	PA0266;PA5445;PA2011
85	Phenazine biosynthesis PAO1	PA1902;PA0997;PA0998
85	Vancomycin resistance PAO1	PA5302
85	Glutamate/aspartate transport system	PA1342
85	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
85	Quorum sensing PAO1	PA0999
85	Nitrogen metabolism PAO1	PA0524
85	Phospholipid transport system	PA4454
85	Phenylalanine metabolism PAO1	PA5304
85	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558;PA1179;PA1180
85	Oxidative phosphorylation PAO1	PA1856;PA1317;PA1319;PA1318;PA1320;PA1321
85	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA3556;PA3552;PA3553;PA3557
85	Sulfur metabolism PAO1	PA4443;PA3445;PA3446;PA3443;PA3444;PA3936;PA3938
85	Glycerolipid metabolism PAO1	PA3579;PA3582
85	Cyanoamino acid metabolism PAO1	PA2193
85	Base excision repair PAO1	PA4010
86	Pyruvate metabolism PAO1	PA0927
86	Nicotinate and nicotinamide metabolism PAO1	PA3088;PA4524
86	Arginine and proline metabolism PAO1	PA4565;PA4114
86	Nucleotide excision repair PAO1	PA4234
86	Mismatch repair PAO1	PA5443;PA4946;PA3232
86	Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF	PA4374
86	Bacterial secretion system PAO1	PA4974;PA0680;PA3100
86	Histidine metabolism PAO1	PA5140
86	Quorum sensing PAO1	PA3361
86	Purine metabolism PAO1	PA3043
86	NADH:quinone oxidoreductase, prokaryotes	PA2641
86	Lipopolysaccharide biosynthesis PAO1	PA4988
87	RNA degradation PAO1	PA2840
87	beta-Lactam resistance PAO1	PA2020;PA2019;PA2018
87	Ribosome PAO1	PA4264;PA4432;PA3162;PA4246;PA4249;PA4272;PA4932;PA4254;PA4263;PA2742;PA4248
87	Aminobenzoate degradation PAO1	PA2513
87	Glycerophospholipid metabolism PAO1	PA2584;PA3651;PA3584;PA2969
87	Peptidoglycan biosynthesis PAO1	PA4700
87	Cysteine and methionine metabolism PAO1	PA1927
87	Alanine, aspartate and glutamate metabolism PAO1	PA2629
87	Phenazine biosynthesis PAO1	PA4217
87	Vancomycin resistance PAO1	PA5302
87	Ribosome, bacteria	PA4568;PA0579;PA2970;PA4563;PA3742;PA3656;PA4271;PA4261;PA5049
87	Putative ABC transport system	PA4065
87	Quorum sensing PAO1	PA0768;PA4276;PA1871;PA1903
87	Aminoacyl-tRNA biosynthesis, prokaryotes	PA0668
87	Phenylalanine metabolism PAO1	PA5304;PA0242
87	Inositol phosphate metabolism PAO1	PA3818
87	Oxidative phosphorylation PAO1	PA2691;PA5560
87	Lipopolysaccharide biosynthesis PAO1	PA3643
87	Sulfur metabolism PAO1	PA0193;PA2600;PA3446
87	Protein export PAO1	PA3821
88	Iron(III) transport system	PA4687;PA5217;PA4688
88	Nicotinate and nicotinamide metabolism PAO1	PA1602
88	Porphyrin and chlorophyll metabolism PAO1	PA3531
88	Macrolide resistance, MacAB-TolC transporter	PA1179
88	Glycine, serine and threonine metabolism PAO1	PA5415;PA2445;PA2446
88	Fructose and mannose metabolism PAO1	PA3560
88	Propanoate metabolism PAO1	PA0130
88	Aminobenzoate degradation PAO1	PA2512;PA2513
88	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
88	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
88	Citrate cycle (TCA cycle) PAO1	PA4470
88	Iron complex transport system	PA4708;PA4159
89	Pyruvate metabolism PAO1	PA3416
89	Arginine and proline metabolism PAO1	PA3713
89	Bacterial chemotaxis PAO1	PA0180;PA1930;PA0178;PA0179;PA3348;PA4290;PA0175
89	Propanoate metabolism PAO1	PA3568
89	Type VI secretion system	PA2371;PA2360;PA2370;PA2373;PA2367
89	Aminobenzoate degradation PAO1	PA2514
89	DNA replication PAO1	PA3232
89	Flagellar assembly PAO1	PA3526
89	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA2824
89	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
89	Putative polar amino acid transport system	PA5139
89	Quorum sensing PAO1	PA1874;PA2570;PA1003
89	Oxidative phosphorylation PAO1	PA0106;PA0113;PA0105;PA0108;PA0107
89	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
89	Sulfur metabolism PAO1	PA2566
89	Glycolysis / Gluconeogenesis PAO1	PA0887
90	Nicotinate and nicotinamide metabolism PAO1	PA4918;PA4919
90	Cysteine biosynthesis, serine => cysteine	PA2104
90	beta-Lactam resistance PAO1	PA2018;PA0958
90	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0254
90	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
90	Histidine metabolism PAO1	PA3151;PA3152
90	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA3155;PA3158;PA3156
90	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2739
90	Sulfur metabolism PAO1	PA2105
91	Pyruvate metabolism PAO1	PA4470;PA5445;PA5435;PA0494
91	Porphyrin and chlorophyll metabolism PAO1	PA4880
91	Putative sorbitol/mannitol transport system	PA3187
91	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2012
91	Sulfate-sulfur assimilation	PA0280
91	Tyrosine metabolism PAO1	PA2009
91	Arginine and proline metabolism PAO1	PA4773;PA0896;PA4774;PA1421
91	Dipeptide transport system	PA4504;PA4505;PA4503;PA4502;PA4500
91	Propanoate metabolism PAO1	PA3568;PA2550
91	DNA replication PAO1	PA3232
91	Glycerophospholipid metabolism PAO1	PA3584
91	Vancomycin resistance PAO1	PA5302
91	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
91	Quorum sensing PAO1	PA4777;PA4776
91	Nitrogen metabolism PAO1	PA3356;PA0524;PA5508
91	Hemophore/metalloprotease transport system	PA3405;PA1246
91	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225
91	Phenylalanine metabolism PAO1	PA0870;PA0865;PA5304
91	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA1249;PA3556;PA1180
91	Glycerolipid metabolism PAO1	PA3582
92	One carbon pool by folate PAO1	PA5420
92	Arginine and proline metabolism PAO1	PA4908
92	Polyketide sugar unit biosynthesis PAO1	PA5164
92	Glycine, serine and threonine metabolism PAO1	PA5379;PA5419;PA5416;PA5417
92	Valine, leucine and isoleucine degradation PAO1	PA0130;PA1999;PA2000
92	Tyrosine metabolism PAO1	PA0870;PA2008;PA2007;PA2009
92	NitT/TauT family transport system	PA3514
92	Bacterial chemotaxis PAO1	PA2573;PA1930
92	Streptomycin biosynthesis PAO1	PA5163
92	Folate biosynthesis PAO1	PA3914
92	Glycine betaine/proline transport system	PA3236
92	Quorum sensing PAO1	PA4910;PA4909;PA4912;PA4911;PA3478;PA3479
92	Purine metabolism PAO1	PA3217
92	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4224
92	Chloroalkane and chloroalkene degradation PAO1	PA1982;PA5421
92	Oxidative phosphorylation PAO1	PA0106;PA1319;PA0108;PA0105;PA0107
93	Pyruvate metabolism PAO1	PA4470
93	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523
93	Glycine, serine and threonine metabolism PAO1	PA2413
93	Monobactam biosynthesis PAO1	PA2412
93	Selenocompound metabolism PAO1	PA1927
93	Nitrogen metabolism PAO1	PA0523;PA5508
93	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
93	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320
93	Iron complex transport system	PA4708;PA4707
94	Arginine biosynthesis PAO1	PA4867
94	beta-Lactam resistance PAO1	PA4375
94	Flagellar assembly PAO1	PA1092
94	Histidine metabolism PAO1	PA3151;PA3152
94	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3155;PA1384;PA3158;PA3156
94	Quorum sensing PAO1	PA0604
94	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226
94	Sulfur metabolism PAO1	PA2105
95	One carbon pool by folate PAO1	PA2444
95	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
95	Riboflavin metabolism PAO1	PA1274
95	Type VI secretion system	PA1668
95	Aminobenzoate degradation PAO1	PA2514
95	Glyoxylate and dicarboxylate metabolism PAO1	PA5415
95	Thiamine metabolism PAO1	PA4051
95	Mismatch repair PAO1	PA4232
95	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
95	Bacterial secretion system PAO1	PA3294
95	Styrene degradation PAO1	PA3366
95	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3156;PA2232;PA3155
95	Quorum sensing PAO1	PA3364;PA4207
95	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230;PA4228;PA4224
95	Lipopolysaccharide biosynthesis PAO1	PA5010
96	Pyruvate metabolism PAO1	PA1984
96	Arginine biosynthesis PAO1	PA4588;PA0530
96	Pentose phosphate pathway PAO1	PA3194;PA3182
96	Putative sorbitol/mannitol transport system	PA3187
96	Glycine, serine and threonine metabolism PAO1	PA5372;PA5373;PA2446;PA5415;PA2445;PA2442;PA2444;PA1326;PA2443
96	Valine, leucine and isoleucine degradation PAO1	PA1999
96	Tyrosine metabolism PAO1	PA2009
96	Ribosome PAO1	PA3600
96	Type VI secretion system	PA0083;PA1657;PA0091;PA1669;PA1659;PA1666;PA0077;PA0084;PA0085;PA1658;PA1668;PA0090;PA1660;PA0087
96	Glyoxylate and dicarboxylate metabolism PAO1	PA3181
96	Cysteine and methionine metabolism PAO1	PA4773;PA4774
96	Vancomycin resistance PAO1	PA5302
96	Histidine metabolism PAO1	PA5100;PA5106
96	Fatty acid biosynthesis, elongation	PA3333
96	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
96	Ribosome, bacteria	PA3601
96	Putative ABC transport system	PA4065
96	Quorum sensing PAO1	PA0999;PA3479;PA0997;PA0998;PA1000;PA1001;PA2570;PA3478;PA4211;PA4776;PA0996;PA4777
96	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4226;PA4230;PA4228;PA4224
96	Phenylalanine metabolism PAO1	PA0872;PA0865;PA5304;PA0870
96	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3555;PA3552;PA3558
96	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3556;PA1179;PA1180;PA3553;PA3557
96	Sulfur metabolism PAO1	PA4443;PA3446
97	Pyruvate metabolism PAO1	PA5297
97	Ribosome PAO1	PA5315
97	Homologous recombination PAO1	PA3725;PA0966
97	Aminobenzoate degradation PAO1	PA2514;PA2512
97	Cysteine and methionine metabolism PAO1	PA0546
97	Vancomycin resistance PAO1	PA0749
97	Histidine metabolism PAO1	PA5106
97	Putative ABC transport system	PA2857
97	Nitrogen metabolism PAO1	PA4588
97	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555
98	Porphyrin and chlorophyll metabolism PAO1	PA4880
98	Tyrosine metabolism PAO1	PA2009
98	Dipeptide transport system	PA4505
98	Glyoxylate and dicarboxylate metabolism PAO1	PA2147
98	Glycerophospholipid metabolism PAO1	PA3584;PA2155
98	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2152;PA2164;PA2162;PA2153
98	Histidine metabolism PAO1	PA5098
98	Glycine betaine/proline transport system	PA5095
98	Putative polar amino acid transport system	PA1260
98	Purine metabolism PAO1	PA1932;PA1931
98	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226
98	Citrate cycle (TCA cycle) PAO1	PA3415
98	Base excision repair PAO1	PA4172
99	One carbon pool by folate PAO1	PA5420
99	Porphyrin and chlorophyll metabolism PAO1	PA2944
99	Glycine, serine and threonine metabolism PAO1	PA5417
99	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3182
99	Valine, leucine and isoleucine degradation PAO1	PA2014;PA2011;PA2000
99	Arginine and proline metabolism PAO1	PA4908
99	Bacterial chemotaxis PAO1	PA0174
99	Type VI secretion system	PA1659;PA2370
99	Geraniol degradation PAO1	PA2893
99	Fatty acid degradation PAO1	PA1525
99	Glycerophospholipid metabolism PAO1	PA3857;PA2541
99	Cysteine and methionine metabolism PAO1	PA0870;PA2105
99	Alanine, aspartate and glutamate metabolism PAO1	PA5429
99	Histidine metabolism PAO1	PA5106
99	Glycine betaine/proline transport system	PA3236
99	Putative polar amino acid transport system	PA1258;PA1257;PA1260
99	Quorum sensing PAO1	PA4909;PA4910;PA4913;PA4912;PA4911
99	Chloroalkane and chloroalkene degradation PAO1	PA1982;PA5421
99	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1321
99	Lipopolysaccharide biosynthesis PAO1	PA3337
99	Glycerolipid metabolism PAO1	PA2862
99	Putative sorbitol/mannitol transport system	PA3187
100	Pyruvate metabolism PAO1	PA5297;PA4771
100	Porphyrin and chlorophyll metabolism PAO1	PA1272
100	Valine, leucine and isoleucine degradation PAO1	PA0130;PA1999;PA2000;PA2011
100	Arginine and proline metabolism PAO1	PA3366;PA4774;PA4839
100	Ribosome PAO1	PA3600
100	Aminobenzoate degradation PAO1	PA3910
100	Glycerophospholipid metabolism PAO1	PA4351
100	Cysteine and methionine metabolism PAO1	PA4773;PA2104;PA2105
100	Bacterial secretion system PAO1	PA3486
100	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
100	Histidine metabolism PAO1	PA3151
100	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
100	Quorum sensing PAO1	PA4777;PA3364
100	Purine metabolism PAO1	PA1140
100	Oxidative phosphorylation PAO1	PA1317
100	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3553;PA3310;PA3557;PA3558;PA3556
101	beta-Lactam resistance PAO1	PA5471
101	Bacterial chemotaxis PAO1	PA1464;PA2920
101	Phosphonate and phosphinate metabolism PAO1	PA3372;PA1311
101	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA0098
101	Glycerophospholipid metabolism PAO1	PA5394
101	Flagellar assembly PAO1	PA1081
101	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	PA3480
101	Folate biosynthesis PAO1	PA2806
101	Putative ABC transport system	PA2858
101	Quorum sensing PAO1	PA0768;PA0222
101	Oxidative phosphorylation PAO1	PA1319
101	Lipopolysaccharide biosynthesis PAO1	PA4425
102	Pyruvate metabolism PAO1	PA0494
102	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
102	Denitrification, nitrate => nitrogen	PA0523;PA0524;PA3392;PA0519;PA3874;PA3872
102	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
102	Selenocompound metabolism PAO1	PA0849
102	Quorum sensing PAO1	PA2570
102	Sulfur metabolism PAO1	PA0518
102	Type III secretion system	PA1696;PA1725
103	Tetrahydrofolate biosynthesis, GTP => THF	PA3438
103	gamma-Hexachlorocyclohexane transport system	PA4454
103	Folate biosynthesis PAO1	PA4750
103	Putative polar amino acid transport system	PA5270
103	Purine metabolism PAO1	PA5298;PA4867
103	Protein export PAO1	PA5068;PA4403
104	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1904
104	Pyruvate metabolism PAO1	PA3687;PA4771;PA2555
104	Fatty acid metabolism PAO1	PA1609;PA2968
104	Denitrification, nitrate => nitrogen	PA1174
104	Valine, leucine and isoleucine degradation PAO1	PA2015;PA2553;PA2000;PA1999;PA3569;PA3570
104	Tyrosine metabolism PAO1	PA2009
104	Riboflavin metabolism PAO1	PA1274
104	Homologous recombination PAO1	PA1534
104	Bacterial chemotaxis PAO1	PA1930;PA4307;PA0177
104	Histidine metabolism PAO1	PA5100;PA5106
104	Glycerophospholipid metabolism PAO1	PA2969
104	Phenazine biosynthesis PAO1	PA4209;PA1905
104	Glycine betaine/proline transport system	PA5096
104	Fructose and mannose metabolism PAO1	PA3540;PA3541;PA3551
104	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0107
105	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
105	Porphyrin and chlorophyll metabolism PAO1	PA1279
105	Selenocompound metabolism PAO1	PA1927
105	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
105	Bacterial secretion system PAO1	PA1719;PA1695;PA1725;PA1723;PA1694;PA1696
105	Putative polar amino acid transport system	PA4192
105	Quorum sensing PAO1	PA1002;PA0999;PA0997;PA4206;PA0998;PA1000;PA1001;PA4207;PA0996
105	Purine metabolism PAO1	PA1393
105	Type III secretion system	PA1698;PA1701;PA1716;PA1693;PA1692;PA1703
106	Pentose phosphate pathway PAO1	PA2290;PA2321
106	Macrolide resistance, MacAB-TolC transporter	PA2390;PA2389
106	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA2445;PA2442;PA2444;PA2443
106	Tyrosine metabolism PAO1	PA2473
106	NitT/TauT family transport system	PA2329
106	Monobactam biosynthesis PAO1	PA2412
106	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2086
106	Aminobenzoate degradation PAO1	PA2513
106	Sulfonate transport system	PA3448
106	Peptidoglycan biosynthesis PAO1	PA4201
106	Zinc transport system	PA2409;PA2408;PA2407
106	Imipenem resistance, repression of porin OprD	PA2492
106	Nitrogen metabolism PAO1	PA4202
106	Type VI secretion system	PA2360;PA2362;PA2367;PA2368;PA2363;PA2365;PA2373
106	Cyanoamino acid metabolism PAO1	PA2253
106	Iron complex transport system	PA4159
106	Putative sorbitol/mannitol transport system	PA2340
107	Pyruvate metabolism PAO1	PA1135;PA1984
107	Arginine biosynthesis PAO1	PA5172
107	Valine, leucine and isoleucine degradation PAO1	PA2250;PA2247;PA3418;PA2248;PA2553
107	Tyrosine metabolism PAO1	PA2008;PA0865;PA2009
107	Ribosome PAO1	PA4563;PA4264;PA4249
107	Bacterial chemotaxis PAO1	PA1930;PA2654;PA0179;PA4309;PA2573;PA1464
107	Monobactam biosynthesis PAO1	PA4443
107	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4236
107	Glycerophospholipid metabolism PAO1	PA2584
107	Flagellar assembly PAO1	PA1094;PA3351;PA1082;PA1092;PA1080
107	Butanoate metabolism PAO1	PA0266;PA2003
107	Glutamate/aspartate transport system	PA1342
107	Quorum sensing PAO1	PA3361;PA1871
107	Glutathione metabolism PAO1	PA3183
107	Phospholipid transport system	PA4455
107	ABC-2 type transport system	PA3401
107	Phenylalanine metabolism PAO1	PA0872
107	Oxidative phosphorylation PAO1	PA0105
107	Citrate cycle (TCA cycle, Krebs cycle)	PA2623
107	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3310
108	Pyruvate metabolism PAO1	PA2382;PA4771
108	Pentose phosphate pathway PAO1	PA3194;PA3181;PA2321;PA3183;PA3182
108	Arginine and proline metabolism PAO1	PA4773
108	Glycine, serine and threonine metabolism PAO1	PA0036
108	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0035
108	Ribosome PAO1	PA4262;PA4261
108	Aminoglycoside resistance, protease FtsH	PA5200;PA4941;PA4942
108	Benzoate degradation PAO1	PA0230
108	Cysteine and methionine metabolism PAO1	PA4774
108	Amino sugar and nucleotide sugar metabolism PAO1	PA2232;PA3559
108	Putative ABC transport system	PA4064
108	Quorum sensing PAO1	PA1871;PA4777
108	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4228
108	Phenylalanine metabolism PAO1	PA5304
108	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558;PA3556
108	Oxidative phosphorylation PAO1	PA1317
108	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1180;PA1179;PA3552;PA3553;PA3557
108	Glycerolipid metabolism PAO1	PA3582;PA4351
108	Iron complex transport system	PA2914;PA2913
108	Putative sorbitol/mannitol transport system	PA3187
109	Pyruvate metabolism PAO1	PA0494;PA4771
109	Arginine biosynthesis PAO1	PA5171;PA5172
109	Arginine and proline metabolism PAO1	PA4773;PA3366;PA4774;PA1421
109	beta-Lactam resistance PAO1	PA0958
109	Bacterial chemotaxis PAO1	PA4307
109	Histidine metabolism PAO1	PA5106
109	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4811;PA4810;PA4812;PA5508
109	Thiamine metabolism PAO1	PA4973
109	Glycerophospholipid metabolism PAO1	PA3584
109	gamma-Hexachlorocyclohexane transport system	PA4455;PA4456
109	Styrene degradation PAO1	PA2009
109	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
109	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA1326
109	Fructose and mannose metabolism PAO1	PA3562;PA3560;PA3561
109	Quorum sensing PAO1	PA4777;PA4776;PA4211
109	Oxidative phosphorylation PAO1	PA1555;PA2691;PA1557
109	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA1249;PA3556;PA1180
109	Sulfur metabolism PAO1	PA3443;PA3444;PA3446
109	Base excision repair PAO1	PA4010
110	Pyruvate metabolism PAO1	PA3416;PA1217;PA3417;PA1135
110	Arginine and proline metabolism PAO1	PA0293
110	Valine, leucine and isoleucine degradation PAO1	PA2247;PA3418
110	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
110	beta-Lactam resistance PAO1	PA3721
110	Bacterial chemotaxis PAO1	PA1930
110	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
110	Flagellar assembly PAO1	PA3351;PA1092
110	Phenazine biosynthesis PAO1	PA4209;PA4217
110	Quorum sensing PAO1	PA1874;PA1871;PA4211;PA1901;PA3724;PA4206;PA1902;PA2570;PA3361;PA1904;PA1903;PA1905;PA3478;PA3479;PA4207
110	ABC-2 type transport system	PA2811
110	Oxidative phosphorylation PAO1	PA0106;PA0108
110	Sulfur metabolism PAO1	PA2566;PA4443;PA4130
111	Pyruvate metabolism PAO1	PA5435;PA3452
111	Porphyrin and chlorophyll metabolism PAO1	PA0510
111	Putative sorbitol/mannitol transport system	PA3187
111	Tyrosine metabolism PAO1	PA2008;PA0865;PA2009
111	Arginine and proline metabolism PAO1	PA3713;PA1421
111	Type VI secretion system	PA0088;PA0084
111	Glyoxylate and dicarboxylate metabolism PAO1	PA4613;PA2444
111	Glycerophospholipid metabolism PAO1	PA3584
111	Bacterial secretion system PAO1	PA1719;PA2685;PA1698;PA1701;PA1690;PA0077;PA0085;PA1694;PA1716;PA1696;PA1693;PA1692
111	Folate biosynthesis PAO1	PA3028;PA3870
111	Spermidine/putrescine transport system	PA3610
111	Purine metabolism PAO1	PA4865;PA4867
111	Nitrogen metabolism PAO1	PA3874;PA3876;PA3875;PA3872
111	ABC-2 type transport system	PA3672
111	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA3929;PA3930
111	Type III secretion system	PA1691;PA1722;PA1695;PA1725;PA1723;PA1724;PA1717;PA1703
