feature	pathway	gene_signature_definition
54	Type II general secretion pathway	PA2673
54	beta-Lactam resistance PAO1	PA4418
54	Ribosome PAO1	PA3742;PA4741
54	Tetrahydrofolate biosynthesis, GTP => THF	PA3438
54	CusS-CusR (copper tolerance) two-component regulatory system	PA2810
54	Thiamine metabolism PAO1	PA3976
54	Spermidine/putrescine transport system	PA0203
54	Quorum sensing PAO1	PA0768;PA3300;PA0996
54	Purine metabolism PAO1	PA4865;PA1013
54	Nitrogen metabolism PAO1	PA4676
54	Glutathione metabolism PAO1	PA3083
54	Phenylalanine metabolism PAO1	PA3590
54	Pyrimidine metabolism PAO1	PA3480
54	Oxidative phosphorylation PAO1	PA1317
54	Microcin C transport system	PA1810
55	One carbon pool by folate PAO1	PA3437;PA5228
55	Urea transport system	PA4861
55	Nicotinate and nicotinamide metabolism PAO1	PA3088;PA1823;PA4376
55	Porphyrin and chlorophyll metabolism PAO1	PA1778;PA2905
55	Type II general secretion pathway	PA0686
55	Nucleotide excision repair PAO1	PA4234
55	Multidrug resistance, efflux pump MexAB-OprM	PA0424
55	Bacterial chemotaxis PAO1	PA2920
55	Benzoate degradation PAO1	PA2518
55	Fatty acid degradation PAO1	PA5349
55	Vitamin B6 metabolism PAO1	PA5516
55	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5221
55	Glycolysis, core module involving three-carbon compounds	PA0552
55	Histidine metabolism PAO1	PA5140
55	Amino sugar and nucleotide sugar metabolism PAO1	PA1384
55	Putative polar amino acid transport system	PA0777
55	Quorum sensing PAO1	PA3361;PA0222
55	Nitrogen metabolism PAO1	PA4676
55	Oxidative phosphorylation PAO1	PA4031
55	Lipopolysaccharide biosynthesis PAO1	PA5012
55	Putrescine transport system	PA1410
56	Thiamine metabolism PAO1	PA4051
56	beta-Lactam resistance PAO1	PA2019;PA2018
56	Dipeptide transport system	PA4500
56	NitT/TauT family transport system	PA3514
56	Nucleotide excision repair PAO1	PA2585
56	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
56	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
56	Histidine metabolism PAO1	PA3151
56	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
56	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
56	Phenazine biosynthesis PAO1	PA1904
56	Amino sugar and nucleotide sugar metabolism PAO1	PA3155;PA2232;PA3158;PA5452
56	Putative polar amino acid transport system	PA4194;PA4193;PA4192
56	Spermidine/putrescine transport system	PA0206;PA0205
56	Cyanoamino acid metabolism PAO1	PA2193
57	Pyruvate metabolism PAO1	PA4771
57	Nicotinate and nicotinamide metabolism PAO1	PA4919
57	Pentose phosphate pathway PAO1	PA3183;PA3182
57	Porphyrin and chlorophyll metabolism PAO1	PA1923
57	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3181
57	beta-Lactam resistance PAO1	PA4110
57	Ribosome PAO1	PA3601;PA3600
57	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
57	Alanine, aspartate and glutamate metabolism PAO1	PA4588
57	Phenazine biosynthesis PAO1	PA4217
57	Zinc transport system	PA5500;PA5501
57	Glycine betaine/proline transport system	PA3236;PA5388
57	Amino sugar and nucleotide sugar metabolism PAO1	PA3551
57	Putative ABC transport system	PA4065;PA4064
57	Putative polar amino acid transport system	PA1260;PA4192
57	Quorum sensing PAO1	PA5499
57	Chloroalkane and chloroalkene degradation PAO1	PA5421
57	Pyrimidine metabolism PAO1	PA5541
57	Oxidative phosphorylation PAO1	PA2691
57	Lipopolysaccharide biosynthesis PAO1	PA3337
57	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
57	Sulfur metabolism PAO1	PA4443;PA3446;PA3443;PA0283;PA3444;PA3938
57	Glycerolipid metabolism PAO1	PA3582
57	Iron complex transport system	PA2912;PA2913
57	Base excision repair PAO1	PA4172
58	One carbon pool by folate PAO1	PA0430
58	Fatty acid metabolism PAO1	PA3645
58	Porphyrin and chlorophyll metabolism PAO1	PA4235;PA2907
58	Ribosome PAO1	PA4741;PA4257;PA5316;PA5570;PA5315;PA4241
58	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
58	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA4786
58	Aminobenzoate degradation PAO1	PA4901
58	Glyoxylate and dicarboxylate metabolism PAO1	PA5215;PA2444
58	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0968
58	Cysteine and methionine metabolism PAO1	PA0546
58	Butanoate metabolism PAO1	PA4696
58	Ribosome, bacteria	PA2970;PA4239;PA4252;PA4255
58	Putative polar amino acid transport system	PA5076
58	Quorum sensing PAO1	PA3361;PA5128;PA4211
58	Purine metabolism PAO1	PA4740;PA3686;PA5497;PA3832;PA1156
58	Citrate cycle (TCA cycle) PAO1	PA3415;PA1580;PA1584;PA3416;PA1587
58	Oxidative phosphorylation PAO1	PA1581;PA5557;PA5560;PA1582;PA1552;PA5554
58	Lipopolysaccharide biosynthesis PAO1	PA3636
58	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
58	Terpenoid backbone biosynthesis PAO1	PA4669
58	Putrescine transport system	PA0303
58	Glycolysis / Gluconeogenesis PAO1	PA4748
59	Porphyrin and chlorophyll metabolism PAO1	PA4880
59	Putative sorbitol/mannitol transport system	PA3187
59	Arginine and proline metabolism PAO1	PA4774;PA2317;PA4163
59	beta-Lactam resistance PAO1	PA2019;PA2018;PA4110
59	Bacterial chemotaxis PAO1	PA2652;PA4310;PA4307
59	Fatty acid degradation PAO1	PA2815
59	Bacterial secretion system PAO1	PA1693
59	Alanine, aspartate and glutamate metabolism PAO1	PA3459
59	Styrene degradation PAO1	PA4073
59	Flagellar assembly PAO1	PA1078;PA1083;PA1080;PA1101;PA1077;PA1081;PA1082;PA3526;PA1079
59	Amino sugar and nucleotide sugar metabolism PAO1	PA3540
59	Putative polar amino acid transport system	PA5137
59	Quorum sensing PAO1	PA2569
59	Citrate cycle (TCA cycle) PAO1	PA0854
59	Glycerolipid metabolism PAO1	PA3579
59	Type III secretion system	PA1719
60	Pyruvate metabolism PAO1	PA3639;PA0887;PA1984
60	Arginine biosynthesis PAO1	PA5171;PA5172
60	Porphyrin and chlorophyll metabolism PAO1	PA0024;PA3531
60	Glycine, serine and threonine metabolism PAO1	PA0851
60	Valine, leucine and isoleucine degradation PAO1	PA3569;PA2014
60	Tyrosine metabolism PAO1	PA2473
60	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0609
60	Ribosome PAO1	PA4257
60	Type VI secretion system	PA2360
60	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
60	Bacterial secretion system PAO1	PA2673;PA2361
60	Alanine, aspartate and glutamate metabolism PAO1	PA5429
60	Butanoate metabolism PAO1	PA1581;PA3590;PA1582;PA2011;PA3426
60	Flagellar assembly PAO1	PA3526
60	Ribosome, bacteria	PA4255;PA4256;PA4274
60	Purine metabolism PAO1	PA4443;PA1156;PA5176;PA4740;PA1931;PA1155
60	Citrate cycle (TCA cycle) PAO1	PA1580
60	Oxidative phosphorylation PAO1	PA5554;PA5557;PA5560
60	Sulfur metabolism PAO1	PA2104;PA2105
60	Glycolysis / Gluconeogenesis PAO1	PA1982
61	Pentose and glucuronate interconversions PAO1	PA2217
61	Lysine biosynthesis PAO1	PA1010;PA5277
61	Pentose phosphate pathway PAO1	PA5322;PA2796
61	Porphyrin and chlorophyll metabolism PAO1	PA4235;PA5243
61	Arginine and proline metabolism PAO1	PA0895;PA4908
61	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0650;PA0651;PA5039
61	Dipeptide transport system	PA4500
61	Streptomycin biosynthesis PAO1	PA5164
61	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA3171
61	Cysteine and methionine metabolism PAO1	PA0432
61	Bacterial secretion system PAO1	PA5069;PA2674
61	Flagellar assembly PAO1	PA1455
61	Ribosome, bacteria	PA4255
61	Putative polar amino acid transport system	PA5153
61	Spermidine/putrescine transport system	PA0326
61	Purine metabolism PAO1	PA3043
61	Oxidative phosphorylation PAO1	PA1552;PA5242
61	Microcin C transport system	PA2059
61	Glycolysis / Gluconeogenesis PAO1	PA3629
62	Fatty acid metabolism PAO1	PA0494
62	Arginine biosynthesis PAO1	PA5172
62	Type II general secretion pathway	PA3105
62	Cytochrome c oxidase, cbb3-type	PA1557;PA1556
62	beta-Lactam resistance PAO1	PA2019;PA2018
62	Dipeptide transport system	PA4504;PA4502
62	Fructose and mannose metabolism PAO1	PA3547
62	Propanoate metabolism PAO1	PA3568
62	Type VI secretion system	PA1657;PA1658
62	Multidrug resistance, efflux pump TriABC-TolC	PA0157
62	Histidine metabolism PAO1	PA5098
62	Bacterial chemotaxis PAO1	PA4310
62	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA1871;PA3724;PA0998;PA1000;PA3477;PA1001;PA0996;PA1904;PA2587;PA1432;PA4211;PA1003;PA3478;PA3479
62	Purine metabolism PAO1	PA0143;PA5497
62	Nitrogen metabolism PAO1	PA1566;PA0519
62	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230;PA4228
62	ABC-2 type transport system	PA5230
62	Oxidative phosphorylation PAO1	PA1555;PA4133
62	Sulfur metabolism PAO1	PA4130
62	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
62	Putrescine transport system	PA2592
62	Fatty acid biosynthesis PAO1	PA3333
63	Pyruvate metabolism PAO1	PA4771
63	Arginine biosynthesis PAO1	PA5171;PA5172
63	Nicotinate and nicotinamide metabolism PAO1	PA0143
63	Degradation of aromatic compounds PAO1	PA5427
63	Sulfate-sulfur assimilation	PA4130
63	Cytochrome c oxidase, cbb3-type	PA1555;PA1556
63	Tyrosine metabolism PAO1	PA4122
63	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
63	Dipeptide transport system	PA4504
63	Bacterial chemotaxis PAO1	PA1946
63	Type VI secretion system	PA1657
63	Glyoxylate and dicarboxylate metabolism PAO1	PA1501
63	Tryptophan metabolism PAO1	PA2081;PA3366;PA2080
63	Cysteine and methionine metabolism PAO1	PA4773
63	Flagellar assembly PAO1	PA1092
63	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA3724;PA0998;PA1000;PA1001;PA0996;PA4211;PA1003;PA1432
63	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
63	Cyanoamino acid metabolism PAO1	PA2193
63	Putrescine transport system	PA2592
63	Putative sorbitol/mannitol transport system	PA2338
64	Arginine and proline metabolism PAO1	PA4114
64	Base excision repair PAO1	PA0750
64	Cytochrome c oxidase, cbb3-type	PA1856
64	Valine, leucine and isoleucine degradation PAO1	PA3418
64	beta-Lactam resistance PAO1	PA5471
64	Bacterial chemotaxis PAO1	PA4307
64	Type VI secretion system	PA1657
64	Glyoxylate and dicarboxylate metabolism PAO1	PA5415
64	Flagellar assembly PAO1	PA1081;PA1079
64	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
64	Quorum sensing PAO1	PA2569;PA2570;PA3361
64	Nitrogen metabolism PAO1	PA0102
64	Lipopolysaccharide biosynthesis PAO1	PA3337
64	Citrate cycle (TCA cycle, Krebs cycle)	PA5445
64	Sulfur metabolism PAO1	PA2105;PA4130
65	Arginine biosynthesis PAO1	PA5172
65	Tyrosine metabolism PAO1	PA2009
65	beta-Lactam resistance PAO1	PA2019
65	NitT/TauT family transport system	PA3514
65	Bacterial chemotaxis PAO1	PA1461
65	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
65	Benzoate degradation PAO1	PA0228;PA2508
65	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
65	Cysteine and methionine metabolism PAO1	PA4773
65	Phenazine biosynthesis PAO1	PA4209;PA4217
65	Zinc transport system	PA2408
65	Fatty acid biosynthesis, elongation	PA3333
65	Amino sugar and nucleotide sugar metabolism PAO1	PA3148
65	Quorum sensing PAO1	PA3476;PA0997;PA1871;PA1130;PA1901;PA3724;PA0998;PA1902;PA1905;PA3477;PA2570;PA1001;PA3361;PA1904;PA1903;PA0996;PA4211;PA3478;PA3479
65	Nitrogen metabolism PAO1	PA5173;PA3875;PA3877
65	Oxidative phosphorylation PAO1	PA4133;PA1317
65	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558
65	Sulfur metabolism PAO1	PA4130
65	Type VI secretion system	PA1657;PA1659;PA1658;PA1656;PA1662;PA1660
65	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
65	Putrescine transport system	PA2592
66	Phosphotransferase system (PTS) PAO1	PA4464
66	Pyruvate metabolism PAO1	PA0835
66	Arginine biosynthesis PAO1	PA5171;PA5172
66	Bacterial chemotaxis PAO1	PA1561
66	Vitamin B6 metabolism PAO1	PA1049
66	Threonine biosynthesis, aspartate => homoserine => threonine	PA5495
66	Alanine, aspartate and glutamate metabolism PAO1	PA5429
66	Amino sugar and nucleotide sugar metabolism PAO1	PA3148
66	Quorum sensing PAO1	PA0295
66	Nitrogen metabolism PAO1	PA5173;PA0519;PA3877;PA0524
66	ABC-2 type transport system	PA5230
66	Phenylalanine metabolism PAO1	PA5304
66	Pyrimidine metabolism PAO1	PA0403
66	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3929;PA3930
66	Lipopolysaccharide biosynthesis PAO1	PA3337
66	Methane metabolism PAO1	PA0836
66	Glycolysis / Gluconeogenesis PAO1	PA5427
67	Multidrug resistance, efflux pump MexPQ-OpmE	PA3522
67	Nicotinate and nicotinamide metabolism PAO1	PA0196
67	Pentose phosphate pathway PAO1	PA2321
67	Arginine and proline metabolism PAO1	PA1421
67	Putative sorbitol/mannitol transport system	PA3187
67	Tyrosine metabolism PAO1	PA2008;PA2007;PA2009
67	Ribosome PAO1	PA4249
67	Bacterial chemotaxis PAO1	PA1946
67	Monobactam biosynthesis PAO1	PA2412
67	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA4812;PA4811;PA5508
67	Thiamine metabolism PAO1	PA4973
67	Glycerophospholipid metabolism PAO1	PA3584
67	Tryptophan biosynthesis, chorismate => tryptophan	PA0035
67	Flagellar assembly PAO1	PA1094;PA1095;PA1092
67	Glycerolipid metabolism PAO1	PA3579;PA3582
67	Alanine, aspartate and glutamate metabolism PAO1	PA0266;PA2253
67	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
67	Ribosome, bacteria	PA4264
67	Aminoacyl-tRNA biosynthesis PAO1	PA4482
67	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
68	Pyruvate metabolism PAO1	PA1984;PA0836;PA3452
68	Arginine biosynthesis PAO1	PA1337;PA4867;PA2828
68	Arginine and proline metabolism PAO1	PA5080
68	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3166
68	beta-Lactam resistance PAO1	PA2018
68	Type VI secretion system	PA2365;PA2366;PA2367
68	Glyoxylate and dicarboxylate metabolism PAO1	PA2634;PA2446
68	Glycerophospholipid metabolism PAO1	PA3584
68	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
68	Alanine, aspartate and glutamate metabolism PAO1	PA5429
68	Flagellar assembly PAO1	PA1092
68	Glutamate/aspartate transport system	PA1342;PA1339;PA1340;PA1341
68	Quorum sensing PAO1	PA1072
68	Branched-chain amino acid transport system	PA1073
68	Oxidative phosphorylation PAO1	PA2639;PA1317;PA4430;PA1319;PA1318;PA1320;PA2644;PA2648;PA5555;PA1321
68	Lipopolysaccharide biosynthesis PAO1	PA3337
68	Taurine and hypotaurine metabolism PAO1	PA1338
68	Putative sorbitol/mannitol transport system	PA3187
69	Fatty acid metabolism PAO1	PA0879;PA0494;PA3333;PA2968;PA5174
69	Geraniol degradation PAO1	PA2893
69	Glycine, serine and threonine metabolism PAO1	PA2445;PA2446;PA2444
69	Dissimilatory nitrate reduction, nitrate => ammonia	PA3875
69	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
69	Fatty acid degradation PAO1	PA1525
69	Mismatch repair PAO1	PA3620
69	Glycerophospholipid metabolism PAO1	PA4351
69	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
69	Putative polar amino acid transport system	PA2204
69	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4228;PA4230
69	Oxidative phosphorylation PAO1	PA0107;PA1317;PA1319;PA1318;PA1320;PA1321
69	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5100
70	Thiamine metabolism PAO1	PA4051
70	Porphyrin and chlorophyll metabolism PAO1	PA1279
70	Dipeptide transport system	PA4500
70	Phosphonate and phosphinate metabolism PAO1	PA3372
70	Biotin metabolism PAO1	PA0504
70	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
70	Bacterial secretion system PAO1	PA3486
70	Flagellar assembly PAO1	PA1094;PA1095;PA1092
70	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
70	Putative polar amino acid transport system	PA4195;PA4194;PA4193;PA4192
70	Quorum sensing PAO1	PA3476;PA3361
70	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA1165
70	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
70	Sulfur metabolism PAO1	PA2566
71	Pyruvate metabolism PAO1	PA3416;PA5445;PA3417;PA0836;PA2553
71	Arginine biosynthesis PAO1	PA1337;PA5173;PA5171;PA5172
71	Valine, leucine and isoleucine degradation PAO1	PA0747;PA2247;PA3418
71	Glycolysis / Gluconeogenesis PAO1	PA5427
71	Bacterial chemotaxis PAO1	PA1930;PA0178;PA4633;PA0179;PA4309;PA2573;PA0175;PA1459;PA0176
71	Fatty acid degradation PAO1	PA2815
71	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
71	Assimilatory sulfate reduction, sulfate => H2S	PA4130
71	Bacterial secretion system PAO1	PA2367
71	Flagellar assembly PAO1	PA1094;PA1092;PA3526
71	Butanoate metabolism PAO1	PA2003
71	Amino sugar and nucleotide sugar metabolism PAO1	PA3540
71	Fructose and mannose metabolism PAO1	PA3547
71	Putative polar amino acid transport system	PA4027
71	Quorum sensing PAO1	PA1871;PA1901
71	Nitrogen metabolism PAO1	PA1174;PA1173
71	Citrate cycle (TCA cycle) PAO1	PA1562
71	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA1249;PA3552;PA3724
71	Tryptophan metabolism PAO1	PA3366
71	Cyanoamino acid metabolism PAO1	PA2194;PA2195
72	One carbon pool by folate PAO1	PA3437
72	Nicotinate and nicotinamide metabolism PAO1	PA0143;PA3618
72	Glycine, serine and threonine metabolism PAO1	PA0035
72	Porphyrin and chlorophyll metabolism PAO1	PA2942
72	Bacterial chemotaxis PAO1	PA0173
72	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
72	Phosphonate and phosphinate metabolism PAO1	PA1310
72	Bacterial secretion system PAO1	PA0081;PA1725;PA3099
72	Flagellar assembly PAO1	PA1449
72	Putative ABC transport system	PA2857
72	Caprolactam degradation PAO1	PA1631
72	Spermidine/putrescine transport system	PA0204
72	Quorum sensing PAO1	PA0768;PA4804
72	Purine metabolism PAO1	PA5493
72	Glutathione metabolism PAO1	PA3083
72	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA0425
72	Arginine/ornithine transport system	PA0892
72	Iron complex transport system	PA4158
73	Pyruvate metabolism PAO1	PA4470;PA5445;PA1984;PA0494
73	Nicotinate and nicotinamide metabolism PAO1	PA1602
73	Type III secretion system	PA1719;PA1697;PA1722;PA1701
73	Degradation of aromatic compounds PAO1	PA4122
73	Porphyrin and chlorophyll metabolism PAO1	PA3531
73	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
73	Tyrosine metabolism PAO1	PA4123
73	Bacterial chemotaxis PAO1	PA4307
73	Glycerophospholipid metabolism PAO1	PA3584
73	Bacterial secretion system PAO1	PA1696;PA1694;PA1698;PA0080;PA1716
73	Flagellar assembly PAO1	PA1095
73	Butanoate metabolism PAO1	PA2011
73	Folate biosynthesis PAO1	PA3914
73	Amino sugar and nucleotide sugar metabolism PAO1	PA2232;PA3559
73	Quorum sensing PAO1	PA0999;PA0997;PA4497;PA0998;PA1000;PA1001;PA0996
73	Nitrogen metabolism PAO1	PA3876;PA3875;PA3874;PA3872;PA3877
73	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4231
73	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3555
73	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4125;PA4121
73	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3556;PA3552;PA1180;PA3557
73	Sulfur metabolism PAO1	PA2566
73	Glycerolipid metabolism PAO1	PA3582
73	Cyanoamino acid metabolism PAO1	PA2193
74	Pyruvate metabolism PAO1	PA5016;PA5435;PA5436;PA0494
74	Porphyrin and chlorophyll metabolism PAO1	PA2947;PA2948
74	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA1326
74	Cytochrome c oxidase, cbb3-type	PA4133
74	Tyrosine metabolism PAO1	PA4127;PA2008;PA2009;PA4122;PA2007;PA4123;PA4124;PA4121
74	Synthesis and degradation of ketone bodies PAO1	PA1999
74	Type VI secretion system	PA0087;PA0084;PA0082
74	Selenocompound metabolism PAO1	PA4442
74	Cysteine and methionine metabolism PAO1	PA4773;PA4774;PA1927
74	Butanoate metabolism PAO1	PA2000
74	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
74	Quorum sensing PAO1	PA1001;PA4776;PA4777;PA1000
74	Nitrogen metabolism PAO1	PA1024
74	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230;PA4228
74	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3555;PA3556
74	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3558;PA3552;PA3553;PA3557
74	Sulfur metabolism PAO1	PA3446
75	Pyruvate metabolism PAO1	PA5192
75	Nicotinate and nicotinamide metabolism PAO1	PA3088
75	Arginine and proline metabolism PAO1	PA0895;PA0899
75	RNA degradation PAO1	PA0336
75	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
75	Bacterial chemotaxis PAO1	PA1444
75	Aminoglycoside resistance, protease FtsH	PA5200
75	Histidine metabolism PAO1	PA4939
75	Vitamin B6 metabolism PAO1	PA5516
75	Streptomycin biosynthesis PAO1	PA5163
75	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063;PA0949
75	Glycerophospholipid metabolism PAO1	PA2969
75	Peptidoglycan biosynthesis PAO1	PA4418
75	Bacterial secretion system PAO1	PA0085
75	Phenazine biosynthesis PAO1	PA4217
75	Vancomycin resistance PAO1	PA0749
75	Quorum sensing PAO1	PA0999;PA3361;PA0997;PA5499
75	Purine metabolism PAO1	PA3686
75	Glutathione metabolism PAO1	PA4401
76	Pyruvate metabolism PAO1	PA5445;PA1217
76	Nicotinate and nicotinamide metabolism PAO1	PA0196
76	Pentose phosphate pathway PAO1	PA3181;PA3194;PA2323;PA3182;PA2321;PA3183
76	Putative sorbitol/mannitol transport system	PA3187
76	Glycine, serine and threonine metabolism PAO1	PA5379;PA5415;PA5419;PA5417;PA5416;PA5418
76	Dipeptide transport system	PA4496
76	Benzoate degradation PAO1	PA0228
76	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
76	Glyoxylate and dicarboxylate metabolism PAO1	PA5420
76	Cysteine and methionine metabolism PAO1	PA4773;PA4774
76	Vancomycin resistance PAO1	PA5302
76	Glycine betaine/proline transport system	PA5378;PA5377;PA3236;PA5376
76	Fatty acid biosynthesis, initiation	PA3333
76	Putative polar amino acid transport system	PA5153
76	Quorum sensing PAO1	PA4910;PA1871;PA1130;PA3724;PA4909;PA4206;PA4912;PA4911;PA4913;PA3361;PA1904;PA4211;PA4777;PA3478;PA3479
76	Hemophore/metalloprotease transport system	PA1247
76	Chloroalkane and chloroalkene degradation PAO1	PA5421
76	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1856
76	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3552;PA3553;PA3558;PA3556
76	Glycolysis / Gluconeogenesis PAO1	PA3629;PA1982;PA3195;PA3193
77	Ribosome PAO1	PA5316;PA5315
77	Fructose and mannose metabolism PAO1	PA2232
77	Histidine metabolism PAO1	PA5093
77	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA4812
77	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
77	Purine metabolism PAO1	PA1140
77	ABC-2 type transport system	PA2811
77	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5098
78	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4470
78	Porphyrin and chlorophyll metabolism PAO1	PA4880
78	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
78	Glycine, serine and threonine metabolism PAO1	PA2413
78	Ribosome PAO1	PA3601;PA3600
78	Monobactam biosynthesis PAO1	PA2412
78	Zinc transport system	PA2409;PA2408;PA2407
78	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
78	Phenylalanine metabolism PAO1	PA2531
78	Citrate cycle (TCA cycle) PAO1	PA4333
78	Iron complex transport system	PA4708;PA4707;PA4706
79	Pyruvate metabolism PAO1	PA0494;PA1984
79	Iron(III) transport system	PA4688
79	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3194
79	Ribosome PAO1	PA4256;PA4257
79	Phosphonate and phosphinate metabolism PAO1	PA3380
79	Glycerophospholipid metabolism PAO1	PA2155
79	Alanine, aspartate and glutamate metabolism PAO1	PA5522
79	Starch and sucrose metabolism PAO1	PA2144;PA2153
79	Styrene degradation PAO1	PA0202
79	Spermidine/putrescine transport system	PA0205;PA0204;PA0203
79	Quorum sensing PAO1	PA2570;PA3361
79	Purine metabolism PAO1	PA1931
79	Oxidative phosphorylation PAO1	PA1317
79	Lipopolysaccharide biosynthesis PAO1	PA3643
79	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA0920
79	Sulfur metabolism PAO1	PA0283;PA2105;PA2104;PA3444;PA3446
79	Cyanoamino acid metabolism PAO1	PA2193
80	Fatty acid metabolism PAO1	PA4089;PA4435
80	Nicotinate and nicotinamide metabolism PAO1	PA1602
80	Pentose phosphate pathway PAO1	PA3131;PA3896
80	Geraniol degradation PAO1	PA2891
80	Glycine, serine and threonine metabolism PAO1	PA4693
80	Multidrug resistance, efflux pump MexAB-OprM	PA4375
80	Phosphonate and phosphinate metabolism PAO1	PA3374
80	Degradation of aromatic compounds PAO1	PA2515
80	Sulfonate transport system	PA2595
80	Bacterial secretion system PAO1	PA0679;PA0685;PA0263
80	Histidine metabolism PAO1	PA3175;PA5098
80	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA3506
80	Spermidine/putrescine transport system	PA0326;PA0323;PA0325
80	Phosphonate transport system	PA3315
80	ABC-2 type transport system	PA4038
80	Phenylalanine metabolism PAO1	PA5084
80	Lipopolysaccharide biosynthesis PAO1	PA2981
81	Phosphotransferase system (PTS) PAO1	PA4464
81	Pyruvate metabolism PAO1	PA4771
81	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA1589
81	RNA degradation PAO1	PA4385;PA2976
81	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0650;PA3475
81	Ribosome PAO1	PA2742;PA4274;PA4251;PA4935;PA4246
