feature	pathway	gene_signature_definition
86	Pentose phosphate pathway PAO1	PA3181;PA2261;PA3194;PA2323;PA3182;PA2321;PA3183
86	Porphyrin and chlorophyll metabolism PAO1	PA2947;PA2948;PA2904
86	Putative sorbitol/mannitol transport system	PA3187
86	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
86	Arginine and proline metabolism PAO1	PA1421
86	NitT/TauT family transport system	PA3513
86	Ribosome PAO1	PA4262;PA4932
86	Bacterial chemotaxis PAO1	PA4307
86	Propanoate metabolism PAO1	PA3568;PA3570
86	Aminoglycoside resistance, protease FtsH	PA2604
86	Glyoxylate and dicarboxylate metabolism PAO1	PA5420
86	Glycerophospholipid metabolism PAO1	PA3584
86	Cysteine and methionine metabolism PAO1	PA1927
86	Bacterial secretion system PAO1	PA1701
86	Styrene degradation PAO1	PA3366
86	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
86	Amino sugar and nucleotide sugar metabolism PAO1	PA4749
86	Putative polar amino acid transport system	PA5137
86	Quorum sensing PAO1	PA4910;PA0997;PA4909;PA4912;PA1000;PA4911;PA3478
86	Purine metabolism PAO1	PA3516;PA5338
86	Glutathione metabolism PAO1	PA2624
86	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226
86	Phenylalanine metabolism PAO1	PA0872
86	Chloroalkane and chloroalkene degradation PAO1	PA5421
86	Glycolysis / Gluconeogenesis PAO1	PA1982;PA3195;PA3193
87	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
87	Denitrification, nitrate => nitrogen	PA3392;PA0519
87	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
87	Aminobenzoate degradation PAO1	PA2514;PA2513
87	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA5353;PA2444
87	Bacterial secretion system PAO1	PA1693
87	Phenazine biosynthesis PAO1	PA1001;PA0998;PA1000
87	Histidine metabolism PAO1	PA5098
87	Quorum sensing PAO1	PA0999
87	Nitrogen metabolism PAO1	PA3875;PA3874;PA0524;PA3872;PA0523
87	Sulfur relay system PAO1	PA3870;PA3814
87	Oxidative phosphorylation PAO1	PA2691
87	Lipopolysaccharide biosynthesis PAO1	PA3337
87	Sulfur metabolism PAO1	PA0518
87	Fatty acid biosynthesis PAO1	PA0494
87	Type III secretion system	PA1691
88	Pyruvate metabolism PAO1	PA2108;PA1984;PA4771
88	Arginine and proline metabolism PAO1	PA1421
88	Valine, leucine and isoleucine degradation PAO1	PA1999;PA2000
88	Tyrosine metabolism PAO1	PA2008
88	Glyoxylate and dicarboxylate metabolism PAO1	PA2147;PA4812;PA2444;PA2446
88	Glycerophospholipid metabolism PAO1	PA2155
88	Peptidoglycan biosynthesis PAO1	PA4412;PA4411;PA4414;PA4415
88	Flagellar assembly PAO1	PA3352
88	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2152;PA2164;PA2162;PA2153
88	Quorum sensing PAO1	PA3361
88	Purine metabolism PAO1	PA1932;PA1931
88	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
88	Base excision repair PAO1	PA4172
89	Pyruvate metabolism PAO1	PA3416;PA1135
89	Porphyrin and chlorophyll metabolism PAO1	PA2948
89	Glycine, serine and threonine metabolism PAO1	PA5213
89	Valine, leucine and isoleucine degradation PAO1	PA2247;PA3418
89	Bacterial chemotaxis PAO1	PA1930;PA0177;PA0178;PA4309;PA0179;PA3348;PA2573;PA0175;PA0176
89	Bacterial secretion system PAO1	PA2685
89	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1087
89	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
89	Putative polar amino acid transport system	PA2204
89	Quorum sensing PAO1	PA2570;PA3361;PA1871
89	Oxidative phosphorylation PAO1	PA0106;PA0105;PA0113;PA0108;PA0107
89	Sulfur metabolism PAO1	PA4443;PA3446;PA2566;PA0283;PA0281;PA3444;PA3938;PA4442
90	One carbon pool by folate PAO1	PA3437
90	Arginine biosynthesis PAO1	PA1337;PA5173;PA5171;PA5172
90	Nicotinate and nicotinamide metabolism PAO1	PA0195
90	Glycine, serine and threonine metabolism PAO1	PA5416
90	Valine, leucine and isoleucine degradation PAO1	PA0132;PA3418
90	beta-Lactam resistance PAO1	PA2018
90	Glycolysis / Gluconeogenesis PAO1	PA5427;PA3417
90	Bacterial chemotaxis PAO1	PA1930;PA0177;PA0178;PA0179;PA2573;PA0175;PA0176
90	Type VI secretion system	PA0089;PA0088;PA0091
90	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA4236;PA1562
90	Tryptophan metabolism PAO1	PA3366
90	Selenocompound metabolism PAO1	PA1927
90	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1087
90	Phenazine biosynthesis PAO1	PA4217
90	Glutamate/aspartate transport system	PA1342
90	Glycine betaine/proline transport system	PA3236
90	Fatty acid biosynthesis, initiation	PA3333
90	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
90	Quorum sensing PAO1	PA1871;PA1901;PA3724;PA1905;PA1902;PA1072;PA3361;PA1904;PA2570;PA1903;PA4211;PA3478;PA3479
90	Nitrogen metabolism PAO1	PA1174
90	Oxidative phosphorylation PAO1	PA2691;PA4133;PA0105;PA1856
90	Sulfur metabolism PAO1	PA4130;PA3446
90	Cyanoamino acid metabolism PAO1	PA2193;PA2195
90	Putrescine transport system	PA2592
91	One carbon pool by folate PAO1	PA0018
91	Fatty acid metabolism PAO1	PA3333;PA2815;PA2553
91	Arginine biosynthesis PAO1	PA5172
91	Arginine and proline metabolism PAO1	PA3713
91	Valine, leucine and isoleucine degradation PAO1	PA3418;PA2011
91	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007
91	Porphyrin and chlorophyll metabolism PAO1	PA4880
91	Bacterial chemotaxis PAO1	PA2573;PA0175;PA0177;PA0179
91	Glyoxylate and dicarboxylate metabolism PAO1	PA1562
91	Spermidine/putrescine transport system	PA3607;PA3610
91	Quorum sensing PAO1	PA3479
91	Nitrogen metabolism PAO1	PA1174;PA5173;PA1173
91	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3724;PA0766;PA1249
91	Glycerolipid metabolism PAO1	PA3582
92	Pyruvate metabolism PAO1	PA5445;PA1984
92	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523
92	Bacterial chemotaxis PAO1	PA4290
92	Propanoate metabolism PAO1	PA3568;PA0887;PA0796
92	Phosphonate and phosphinate metabolism PAO1	PA1310
92	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	PA3517
92	Glyoxylate and dicarboxylate metabolism PAO1	PA2634;PA1580;PA2446;PA2445;PA2444;PA5355
92	Glycerophospholipid metabolism PAO1	PA2584
92	Phenazine biosynthesis PAO1	PA1001;PA0997;PA0998;PA1000
92	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
92	Caprolactam degradation PAO1	PA1525
92	Quorum sensing PAO1	PA0999;PA0996
92	Glutathione metabolism PAO1	PA2813
92	ABC-2 type transport system	PA2811
92	2-Oxocarboxylic acid metabolism PAO1	PA3120
92	Glycolysis / Gluconeogenesis PAO1	PA1982
93	Pyruvate metabolism PAO1	PA5192;PA1813;PA4733
93	Nicotinate and nicotinamide metabolism PAO1	PA3088
93	Pentose phosphate pathway PAO1	PA3896
93	Porphyrin and chlorophyll metabolism PAO1	PA5523;PA3977
93	Arginine and proline metabolism PAO1	PA5312;PA0202
93	Synthesis and degradation of ketone bodies PAO1	PA2011
93	Nucleotide excision repair PAO1	PA3138
93	Ribosome PAO1	PA3745
93	Glycolysis / Gluconeogenesis PAO1	PA5422
93	Type VI secretion system	PA0084
93	Fatty acid degradation PAO1	PA5349
93	Mismatch repair PAO1	PA4316
93	Vanadium resistance, efflux pump MexGHI-OpmD	PA4208
93	Cysteine and methionine metabolism PAO1	PA1432;PA1683
93	Alanine, aspartate and glutamate metabolism PAO1	PA4588
93	Styrene degradation PAO1	PA2473
93	Flagellar assembly PAO1	PA1102
93	Putative polar amino acid transport system	PA1257
93	Quorum sensing PAO1	PA0652
93	Purine metabolism PAO1	PA4740;PA3832;PA3751
93	Aminoacyl-tRNA biosynthesis PAO1	PA4482
93	ABC-2 type transport system	PA2812
93	Glycerolipid metabolism PAO1	PA1487
93	Cyanoamino acid metabolism PAO1	PA2193
94	Iron(III) transport system	PA4687
94	Porphyrin and chlorophyll metabolism PAO1	PA2904;PA1277;PA1272
94	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2015
94	RNA degradation PAO1	PA4937
94	Arginine and proline metabolism PAO1	PA0901
94	Homologous recombination PAO1	PA4283;PA3725
94	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
94	Benzoate degradation PAO1	PA3590
94	Fatty acid degradation PAO1	PA5349
94	Glycerophospholipid metabolism PAO1	PA5394
94	Multidrug resistance, efflux pump TriABC-TolC	PA0157
94	Bacterial secretion system PAO1	PA3486
94	Purine metabolism PAO1	PA3217
94	Glutathione metabolism PAO1	PA1287;PA5203
94	Sulfur relay system PAO1	PA4663
94	Putative spermidine/putrescine transport system	PA3252
94	Base excision repair PAO1	PA3495
95	Thiamine metabolism PAO1	PA4973
95	Cysteine biosynthesis, serine => cysteine	PA2105
95	Arginine and proline metabolism PAO1	PA0896;PA1421;PA0897
95	Valine, leucine and isoleucine degradation PAO1	PA0132;PA0130;PA2012;PA2011
95	Porphyrin and chlorophyll metabolism PAO1	PA1923
95	Ribosome PAO1	PA3600
95	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
95	CusS-CusR (copper tolerance) two-component regulatory system	PA2809
95	Glycerophospholipid metabolism PAO1	PA3584
95	Cysteine and methionine metabolism PAO1	PA2104
95	Alanine, aspartate and glutamate metabolism PAO1	PA3516;PA5508
95	Butanoate metabolism PAO1	PA2035
95	Histidine metabolism PAO1	PA5100;PA5098
95	Glutamate/aspartate transport system	PA1342
95	Glycine betaine/proline transport system	PA5096
95	Amino sugar and nucleotide sugar metabolism PAO1	PA2232;PA3005
95	Ribosome, bacteria	PA3601
95	Putative ABC transport system	PA4065;PA4064
95	Quorum sensing PAO1	PA3320;PA1130
95	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4228
95	Pyrimidine metabolism PAO1	PA5541;PA4646
95	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
95	Glycerolipid metabolism PAO1	PA3579;PA3582
96	Pyruvate metabolism PAO1	PA3452
96	Pentose phosphate pathway PAO1	PA2290
96	Arginine and proline metabolism PAO1	PA4773
96	Macrolide resistance, MacAB-TolC transporter	PA2389
96	Monobactam biosynthesis PAO1	PA2412
96	Type VI secretion system	PA1658;PA0263
96	Benzoate degradation PAO1	PA0230
96	Fatty acid degradation PAO1	PA1525
96	Glycerophospholipid metabolism PAO1	PA3584
96	Cysteine and methionine metabolism PAO1	PA4774
96	D-Methionine transport system	PA3931
96	Zinc transport system	PA2409;PA2408;PA2407
96	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
96	Quorum sensing PAO1	PA4777;PA4776;PA4211
96	Phospholipid transport system	PA4452;PA4456;PA4454;PA4455
96	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3555;PA3558
96	2-Oxocarboxylic acid metabolism PAO1	PA3121;PA2413
96	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3552;PA3553;PA3557;PA3556;PA1180
96	Sulfur metabolism PAO1	PA0282;PA3446;PA3443;PA0283;PA0281;PA3444;PA3937;PA3938;PA4442
96	Glycerolipid metabolism PAO1	PA3582
97	Geraniol degradation PAO1	PA2891
97	Porphyrin and chlorophyll metabolism PAO1	PA1279
97	Putative sorbitol/mannitol transport system	PA3187
97	Type II general secretion pathway	PA0685
97	beta-Lactam resistance PAO1	PA4375
97	Butanoate metabolism PAO1	PA3506
97	Histidine metabolism PAO1	PA3151;PA3152
97	Glycine betaine/proline transport system	PA3236
97	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA1384
97	Nitrogen metabolism PAO1	PA1783
97	Oxidative phosphorylation PAO1	PA3929
97	Lipopolysaccharide biosynthesis PAO1	PA2981
98	Arginine and proline metabolism PAO1	PA2776
98	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2011
98	Cytochrome c oxidase, cbb3-type	PA1856
98	Dipeptide transport system	PA4500
98	Ribosome PAO1	PA5316
98	Phosphate transport system	PA5369
98	Histidine metabolism PAO1	PA5106
98	Alanine, aspartate and glutamate metabolism PAO1	PA5429
98	Folate biosynthesis PAO1	PA3914
98	Spermidine/putrescine transport system	PA3607
98	Quorum sensing PAO1	PA1637;PA4276
98	Pyrimidine metabolism PAO1	PA1920
98	2-Oxocarboxylic acid metabolism PAO1	PA0662
99	Pyruvate metabolism PAO1	PA1984;PA5435;PA5436
99	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
99	Type VI secretion system	PA0087;PA0088
99	Aminobenzoate degradation PAO1	PA2512
99	Cysteine and methionine metabolism PAO1	PA2105
99	Quorum sensing PAO1	PA0606
99	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3552
99	Fatty acid biosynthesis PAO1	PA0098
99	Sulfur metabolism PAO1	PA2104
99	Sulfur relay system PAO1	PA2103
100	Pyruvate metabolism PAO1	PA1217;PA2555
100	Pentose phosphate pathway PAO1	PA3181;PA3183;PA3182
100	Porphyrin and chlorophyll metabolism PAO1	PA2948;PA1923
100	Type II general secretion pathway	PA0685
100	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3131;PA3194
100	Valine, leucine and isoleucine degradation PAO1	PA2000
100	Tyrosine metabolism PAO1	PA2008
100	Ribosome PAO1	PA3600
100	Glycolysis / Gluconeogenesis PAO1	PA3193
100	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
100	Type VI secretion system	PA1661
100	Phosphonate and phosphinate metabolism PAO1	PA3378
100	Benzoate degradation PAO1	PA0228
100	Glyoxylate and dicarboxylate metabolism PAO1	PA2250;PA2444
100	Selenocompound metabolism PAO1	PA1843
100	Cysteine and methionine metabolism PAO1	PA1927
100	Zinc transport system	PA5498;PA5501;PA5500
100	Glycine betaine/proline transport system	PA5388
100	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
100	Ribosome, bacteria	PA3601
100	Putative ABC transport system	PA4065;PA4064
100	Quorum sensing PAO1	PA4910;PA1000;PA4911;PA1001;PA5499;PA3478;PA4777
100	Purine metabolism PAO1	PA1518
100	Phosphonate transport system	PA3383
100	Phenylalanine metabolism PAO1	PA0872;PA0865;PA3366;PA4980
100	Pyrimidine metabolism PAO1	PA5541
100	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4947;PA5538
100	Iron complex transport system	PA2912;PA2913
100	Putative sorbitol/mannitol transport system	PA3187
101	Pyruvate metabolism PAO1	PA4470;PA1984
101	Pentose phosphate pathway PAO1	PA2321
101	Degradation of aromatic compounds PAO1	PA4122;PA2508;PA2509
101	Macrolide resistance, MacAB-TolC transporter	PA2390;PA2389
101	Glycine, serine and threonine metabolism PAO1	PA2413
101	Denitrification, nitrate => nitrogen	PA3872
101	beta-Lactam resistance PAO1	PA0958
101	beta-Alanine metabolism PAO1	PA0439;PA4774
101	Dissimilatory nitrate reduction, nitrate => ammonia	PA3874
101	Monobactam biosynthesis PAO1	PA2412
101	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
101	Benzoate degradation PAO1	PA2507;PA0228
101	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
101	Cysteine and methionine metabolism PAO1	PA4773
101	Flagellar assembly PAO1	PA1092
101	Butanoate metabolism PAO1	PA0227;PA1999
101	Zinc transport system	PA2409;PA2408;PA2407
101	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
101	Quorum sensing PAO1	PA4776;PA4777
101	Nitrogen metabolism PAO1	PA3875
101	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558
101	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA3556;PA3552;PA3553;PA3557
101	Sulfur metabolism PAO1	PA3444;PA3442
101	Glycerolipid metabolism PAO1	PA4351
101	Iron complex transport system	PA4707
102	Arginine biosynthesis PAO1	PA4588
102	Porphyrin and chlorophyll metabolism PAO1	PA2944;PA1321
102	Arginine and proline metabolism PAO1	PA0896
102	Phosphonate and phosphinate metabolism PAO1	PA3372
102	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA5524
102	Aminobenzoate degradation PAO1	PA2513
102	Glycerophospholipid metabolism PAO1	PA3584;PA2155
102	Starch and sucrose metabolism PAO1	PA2144;PA2164;PA2165;PA2153
102	Folate biosynthesis PAO1	PA3437
102	Putative polar amino acid transport system	PA5137;PA4192
102	ABC-2 type transport system	PA3671
102	Phenylalanine metabolism PAO1	PA4980
102	Oxidative phosphorylation PAO1	PA1319
102	Sulfur metabolism PAO1	PA4442;PA3443;PA3444
102	Glycerolipid metabolism PAO1	PA3582
103	Arginine biosynthesis PAO1	PA1638
103	Putative sorbitol/mannitol transport system	PA3187
103	beta-Lactam resistance PAO1	PA4110
103	Riboflavin metabolism PAO1	PA1274
103	Ribosome PAO1	PA4741
103	Propanoate metabolism PAO1	PA4829;PA0792
103	Glycerophospholipid metabolism PAO1	PA3651;PA2969
103	Histidine metabolism PAO1	PA5100;PA5098
103	Folate biosynthesis PAO1	PA0975
103	Glycine betaine/proline transport system	PA5103;PA5094
103	Amino sugar and nucleotide sugar metabolism PAO1	PA3193;PA3551
103	Quorum sensing PAO1	PA0606;PA3250;PA0603
103	Chloroalkane and chloroalkene degradation PAO1	PA5421
103	Putative spermidine/putrescine transport system	PA3254
103	Base excision repair PAO1	PA0357
104	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
104	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
104	beta-Lactam resistance PAO1	PA2019
104	Bacterial chemotaxis PAO1	PA4290
104	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
104	Benzoate degradation PAO1	PA0228
104	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
104	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4812
104	Alanine, aspartate and glutamate metabolism PAO1	PA5429
104	Butanoate metabolism PAO1	PA0227
104	Phenazine biosynthesis PAO1	PA0999;PA0996;PA0997;PA0998;PA1000
104	Flagellar assembly PAO1	PA1092
104	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA0519;PA3875;PA3876;PA3874;PA3872
104	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1320
104	Methane metabolism PAO1	PA0887;PA2444
104	Sulfur metabolism PAO1	PA0518
104	Glycerolipid metabolism PAO1	PA3582
105	Iron(III) transport system	PA4688
105	Porphyrin and chlorophyll metabolism PAO1	PA2944;PA1276;PA1281;PA1280;PA1279;PA0113;PA0112
105	Glycine, serine and threonine metabolism PAO1	PA5213
105	Denitrification, nitrate => nitrogen	PA3392
105	Riboflavin metabolism PAO1	PA1274
105	Bacterial chemotaxis PAO1	PA1930;PA0179
105	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
105	Flagellar assembly PAO1	PA1079
105	Starch and sucrose metabolism PAO1	PA2144;PA2160;PA2153;PA2151;PA2165
105	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA3346
105	Putative polar amino acid transport system	PA5075
105	Quorum sensing PAO1	PA1874;PA1871;PA4206;PA2570;PA3478;PA3479
105	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0105;PA0107
105	Sulfur metabolism PAO1	PA2566
105	Glycolysis / Gluconeogenesis PAO1	PA3416;PA3195
106	Pyruvate metabolism PAO1	PA0954
106	RNA degradation PAO1	PA0336;PA4385;PA4937;PA2976;PA4944
106	Ribosome PAO1	PA4246;PA4257;PA4258;PA4259;PA4251;PA4240;PA4271;PA4268;PA4261;PA4273;PA4239;PA4241;PA4247;PA4935
106	F-type ATPase, prokaryotes and chloroplasts	PA5559;PA5558
106	Homologous recombination PAO1	PA4232
106	Bacterial chemotaxis PAO1	PA1457
106	Propanoate metabolism PAO1	PA1587
106	Aminoglycoside resistance, protease FtsH	PA4941;PA4751
106	Histidine metabolism PAO1	PA5067;PA5066
106	Glyoxylate and dicarboxylate metabolism PAO1	PA5119
106	Bacterial secretion system PAO1	PA3103;PA5068;PA3102
106	Flagellar assembly PAO1	PA3352;PA3351;PA1092
106	Ribosome, bacteria	PA4433;PA4568;PA3162;PA0579;PA4249;PA4272;PA4274;PA4242;PA4267;PA4264;PA4248
106	Purine metabolism PAO1	PA3807
106	Phospholipid transport system	PA3213
106	Citrate cycle (TCA cycle) PAO1	PA1588
106	Oxidative phosphorylation PAO1	PA5556
106	Glycolysis / Gluconeogenesis PAO1	PA3001
106	Protein export PAO1	PA1303
107	Fatty acid metabolism PAO1	PA3013;PA5174
107	Arginine and proline metabolism PAO1	PA4773;PA4839
107	Valine, leucine and isoleucine degradation PAO1	PA3569
107	Tyrosine metabolism PAO1	PA2008;PA0870;PA4128;PA2009;PA4122;PA4125;PA2007;PA4123;PA4124;PA4121;PA0865
107	Type VI secretion system	PA0083;PA1667;PA0091;PA2685;PA0082;PA0095;PA0077;PA0088;PA0079;PA0084;PA0085;PA0078;PA0080;PA0090;PA0089;PA0087
107	Glyoxylate and dicarboxylate metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA5508
107	Thiamine metabolism PAO1	PA4973
107	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1225
107	Glycerophospholipid metabolism PAO1	PA3584;PA2536
107	Bacterial secretion system PAO1	PA0074;PA0081;PA0075
107	Zinc transport system	PA2408;PA2407
107	Putative ABC transport system	PA0072
107	Spermidine/putrescine transport system	PA3608
107	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
107	Phenylalanine metabolism PAO1	PA0872
107	Pyrimidine metabolism PAO1	PA5541
107	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
107	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4374;PA5538
107	Glycerolipid metabolism PAO1	PA3582
108	Degradation of aromatic compounds PAO1	PA2509
108	Ribosome PAO1	PA3601
108	Phosphonate and phosphinate metabolism PAO1	PA3374
108	Benzoate degradation PAO1	PA2508
108	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
108	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA2444
108	Selenocompound metabolism PAO1	PA1927
108	Bacterial secretion system PAO1	PA0263
108	Vancomycin resistance PAO1	PA0749
108	Quorum sensing PAO1	PA5499
108	Glutathione metabolism PAO1	PA3183
108	ABC-2 type transport system	PA2811
108	Pyrimidine metabolism PAO1	PA5541
108	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
109	Iron(III) transport system	PA4687
109	Thiamine metabolism PAO1	PA3975
109	Nicotinate and nicotinamide metabolism PAO1	PA4006
109	RNA degradation PAO1	PA0428;PA2976
109	Bacterial chemotaxis PAO1	PA1464
109	Propanoate metabolism PAO1	PA4733
109	Aminoglycoside resistance, protease FtsH	PA2604
109	Vitamin B6 metabolism PAO1	PA5516;PA1049
109	Glycerophospholipid metabolism PAO1	PA2969
109	Peptidoglycan biosynthesis PAO1	PA4415
109	Aminoacyl-tRNA biosynthesis PAO1	PA1794
109	Oxidative phosphorylation PAO1	PA1554;PA2639;PA5560;PA2645;PA4429;PA2647;PA2637
109	Lipopolysaccharide biosynthesis PAO1	PA3636
109	Microcin C transport system	PA1810
109	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1799
109	Sulfur metabolism PAO1	PA4956
109	Putrescine transport system	PA2711
109	Base excision repair PAO1	PA5332
110	Pyocyanine biosynthesis, chorismate => pyocyanine	PA4217
110	Porphyrin and chlorophyll metabolism PAO1	PA2944
110	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	PA0593
110	beta-Lactam resistance PAO1	PA4003;PA4110
110	Ribosome PAO1	PA4432;PA4741;PA2970;PA4250;PA4244;PA4932
110	Sec (secretion) system	PA4276;PA5568;PA3821
110	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
110	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0968
110	Glycolysis, core module involving three-carbon compounds	PA4748
110	DNA replication PAO1	PA3642
110	Glycerophospholipid metabolism PAO1	PA2584;PA3651;PA2969
110	Peptidoglycan biosynthesis PAO1	PA4700
110	Cysteine and methionine metabolism PAO1	PA5025;PA1927
110	gamma-Hexachlorocyclohexane transport system	PA4455
110	D-Methionine transport system	PA3931
110	Ribosome, bacteria	PA4568;PA0579;PA4563;PA3742;PA3745;PA5049;PA4264
110	Quorum sensing PAO1	PA3250
110	Purine metabolism PAO1	PA0944;PA4670
110	NAD biosynthesis, aspartate => NAD	PA4006
110	Bacterial secretion system PAO1	PA3820
110	Oxidative phosphorylation PAO1	PA1317
110	Lipopolysaccharide biosynthesis PAO1	PA3646
110	Sulfur metabolism PAO1	PA3446;PA0193;PA3445;PA3444;PA3442
110	Terpenoid backbone biosynthesis PAO1	PA3803
111	Fatty acid metabolism PAO1	PA2815
111	Iron(III) transport system	PA4687
111	Arginine and proline metabolism PAO1	PA4774
111	Ribosome PAO1	PA3600
111	Bacterial chemotaxis PAO1	PA4307
111	Glycerophospholipid metabolism PAO1	PA3584
111	Cysteine and methionine metabolism PAO1	PA4773
111	Alanine, aspartate and glutamate metabolism PAO1	PA5429
111	Histidine metabolism PAO1	PA5100
111	Flagellar assembly PAO1	PA3526
111	Glycine betaine/proline transport system	PA5388
111	Putative ABC transport system	PA4065
111	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
111	Putative polar amino acid transport system	PA1260
111	Quorum sensing PAO1	PA4776;PA2943;PA4777
111	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
111	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558;PA5538;PA3557
111	Glycerolipid metabolism PAO1	PA3582
111	Base excision repair PAO1	PA4172
112	Phosphotransferase system (PTS) PAO1	PA3562
112	Pentose phosphate pathway PAO1	PA2323
112	Porphyrin and chlorophyll metabolism PAO1	PA1923
112	Putative sorbitol/mannitol transport system	PA3187
112	Ribosome PAO1	PA3601;PA3600
112	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
112	Bacterial chemotaxis PAO1	PA1946
112	Aminoglycoside resistance, protease FtsH	PA2438
112	Cysteine and methionine metabolism PAO1	PA1927
112	Flagellar assembly PAO1	PA1092
112	Zinc transport system	PA5501;PA5500
112	Putative ABC transport system	PA4065;PA4064
112	Quorum sensing PAO1	PA0999;PA0997;PA0998;PA1000;PA1001;PA5499;PA0996
112	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225
112	Pyrimidine metabolism PAO1	PA5541
112	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
112	Iron complex transport system	PA2912;PA2913
113	Lysine biosynthesis PAO1	PA3659
113	Thiamine metabolism PAO1	PA4044
113	Glycine, serine and threonine metabolism PAO1	PA2446
113	Base excision repair PAO1	PA1686
113	Arginine and proline metabolism PAO1	PA1254
113	NitT/TauT family transport system	PA3514
113	Ribosome PAO1	PA3601
113	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
113	Aminobenzoate degradation PAO1	PA2514;PA3426
113	Cysteine and methionine metabolism PAO1	PA3169
113	Flagellar assembly PAO1	PA1078
113	Putative polar amino acid transport system	PA1257;PA1260
113	Quorum sensing PAO1	PA3320;PA1905
113	Glutathione metabolism PAO1	PA0838
